West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Cox, Dean",7,5,9,16,1,,35.0,3.0,,3.0,3.0,,1.0,,,8.0,7.0,2.0,,3.0,,,71.0
18,"Dalziell, Bradd",7,5,15,22,,,,1.0,1.0,3.0,,2.0,,,,4.0,18.0,,,,,,87.0
5,"Ebert, Brad",14,4,3,17,,1.0,,6.0,2.0,3.0,1.0,2.0,1.0,1.0,,8.0,8.0,1.0,,,2.0,,81.0
23,"Glass, Darren",4,6,6,10,,,,1.0,,,,,,,,5.0,5.0,2.0,,6.0,,,89.0
43,"Hams, Ashton",6,3,2,8,,,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,,4.0,4.0,,,,,1.0,76.0
25,"Hurn, Shannon",14,5,1,15,,,,3.0,6.0,1.0,3.0,2.0,1.0,1.0,,5.0,9.0,1.0,,6.0,,1.0,91.0
17,"Kennedy, Josh",12,6,3,15,6,2.0,,4.0,,3.0,,2.0,4.0,2.0,3.0,9.0,6.0,2.0,3.0,,,,88.0
2,"LeCras, Mark",14,4,2,16,4,,,1.0,1.0,4.0,3.0,4.0,1.0,2.0,2.0,5.0,9.0,,1.0,3.0,1.0,,88.0
21,"Lynch, Quinten",12,8,3,15,2,3.0,,1.0,,4.0,3.0,1.0,2.0,1.0,,9.0,6.0,2.0,4.0,1.0,,,95.0
16,"Mackenzie, Eric",6,5,6,12,,,,4.0,4.0,,2.0,1.0,1.0,,,6.0,6.0,2.0,,5.0,,,87.0
35,"McGinnity, Patrick",4,1,4,8,,,,2.0,1.0,2.0,,4.0,1.0,2.0,,3.0,6.0,,,2.0,,1.0,88.0
27,"McKinley, Ben",9,4,3,12,2,2.0,,4.0,,3.0,1.0,1.0,3.0,1.0,,6.0,6.0,1.0,1.0,1.0,3.0,2.0,83.0
9,"Naitanui, Nic",7,3,12,19,,2.0,22.0,1.0,,2.0,7.0,3.0,5.0,2.0,,16.0,2.0,3.0,,2.0,1.0,1.0,76.0
6,"Nicoski, Mark",8,3,5,13,,,,5.0,1.0,4.0,1.0,2.0,,2.0,,5.0,8.0,,,1.0,,1.0,79.0
11,"Priddis, Matt",7,2,13,20,,,,9.0,,2.0,8.0,4.0,1.0,,1.0,13.0,7.0,,,,,,84.0
24,"Rosa, Matt",8,1,4,12,,,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,,2.0,10.0,,,1.0,,1.0,76.0
31,"Schofield, Will",4,,7,11,,,2.0,3.0,1.0,1.0,,1.0,,1.0,,3.0,6.0,,,6.0,,,84.0
37,"Selwood, Adam",10,3,12,22,,,1.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,,10.0,12.0,,,1.0,,,80.0
12,"Sheppard, Brad",6,1,4,10,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,3.0,8.0,,,1.0,,,68.0
47,"Stevenson, Lewis",12,8,5,17,,,,2.0,4.0,2.0,2.0,2.0,1.0,,,5.0,12.0,,,5.0,,,78.0
15,"Swift, Tom",7,2,12,19,,,,6.0,1.0,4.0,2.0,1.0,,,,5.0,15.0,1.0,,,,1.0,68.0
8,"Waters, Beau",8,6,6,14,,,,3.0,,4.0,,4.0,,,,4.0,10.0,1.0,,2.0,1.0,1.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,85,137,323,15,12.0,60.0,65.0,27.0,52.0,44.0,45.0,29.0,20.0,6.0,138.0,180.0,18.0,9.0,46.0,8.0,10.0,
Opposition,Opposition,190,97,134,324,14,10.0,30.0,71.0,34.0,45.0,32.0,48.0,20.0,28.0,,114.0,208.0,11.0,7.0,37.0,17.0,7.0,
