Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",10,1,7,17,,,,2.0,,,,,1.0,,,,,,,,,,
21,"Brown, David",4,2,2,6,1,,,1.0,,,,,,3.0,,,,,,,,,
37,"Edwards, Tyson",7,4,7,14,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
34,"Hart, Ben",11,1,4,15,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
35,"Jameson, Rod",6,2,4,10,,,,1.0,,,,,2.0,,,,,,,,,,
2,"Jarman, Andrew",13,6,11,24,2,2.0,,3.0,,,,,,3.0,3.0,,,,,,,,
27,"Liptak, Matthew",16,3,10,26,2,1.0,,2.0,,,,,2.0,5.0,1.0,,,,,,,,
18,"Maynard, Rodney",8,3,9,17,2,,,2.0,,,,,,1.0,,,,,,,,,
8,"McCartney, Jason",9,,2,11,4,,,1.0,,,,,3.0,2.0,,,,,,,,,
10,"McDermott, Chris",5,1,10,15,,,,,,,,,1.0,2.0,,,,,,,,,
23,"McLeod, Andrew",1,,8,9,,,,,,,,,,,,,,,,,,,
6,"Modra, Tony",9,5,8,17,6,3.0,,,,,,,,,,,,,,,,,
16,"Pesch, Nick",5,1,3,8,,1.0,,,,,,,,,,,,,,,,,
15,"Pittman, David",9,5,2,11,1,,12.0,1.0,,,,,2.0,7.0,,,,,,,,,
32,"Ricciuto, Mark",19,2,5,24,,,,3.0,,,,,1.0,1.0,,,,,,,,,
5,"Robran, Matthew",5,2,1,6,,,1.0,,,,,,1.0,,,,,,,,,,
7,"Smart, Nigel",6,2,3,9,,,,,,,,,,,,,,,,,,,
12,"Tregenza, Simon",17,1,10,27,1,,,1.0,,,,,,2.0,2.0,,,,,,,,
49,"Viska, Mark",3,1,7,10,,,,4.0,,,,,1.0,3.0,,,,,,,,,
33,"Weidemann, Wayne",4,,1,5,2,,,,,,,,,,,,,,,,,,
44,"Wellman, Sean",,,2,2,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,42,116,283,23,8.0,13.0,24.0,,,,,16.0,32.0,6.0,,,,,,,,
Opposition,Opposition,172,62,62,234,18,7.0,14.0,29.0,,,,,32.0,16.0,,,,,,,,,
