Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",12,2,3,15,,,,1.0,,,,,1.0,3.0,,,,,,,,,
10,"Ashcroft, Marcus",16,1,4,20,,,,1.0,,,,,1.0,1.0,,,,,,,,,
25,"Bews, Andrew",17,4,6,23,,,,2.0,,,,,3.0,1.0,1.0,,,,,,,,
1,"Champion, Richard",8,4,6,14,,,,2.0,,,,,,,,,,,,,,,
16,"Clarke, Matthew",4,2,4,8,,,14.0,,,,,,2.0,1.0,,,,,,,,,
14,"Dickfos, Danny",1,,1,2,,,,1.0,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",12,1,5,17,,,,6.0,,,,,2.0,,,,,,,,,,
8,"Gowers, Andrew",9,4,3,12,,,,,,,,,,3.0,,,,,,,,,
27,"Keating, Clark",1,,3,4,,,2.0,2.0,,,,,,2.0,,,,,,,,,
41,"Kennedy, Matthew",10,4,4,14,,,,4.0,,,,,2.0,1.0,,,,,,,,,
18,"Lambert, Craig",10,4,16,26,1,,,5.0,,,,,1.0,1.0,,,,,,,,,
44,"Lappin, Nigel",15,5,4,19,,,,1.0,,,,,,4.0,,,,,,,,,
23,"Leppitsch, Justin",9,3,4,13,1,,,1.0,,,,,,1.0,,,,,,,,,
11,"Lynch, Alastair",11,4,2,13,2,3.0,,,,,,,4.0,3.0,,,,,,,,,
42,"Lynch, Tristan",8,3,3,11,,,,,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",4,3,2,6,,1.0,,2.0,,,,,,,,,,,,,,,
7,"McIvor, Scott",4,1,,4,,1.0,,,,,,,,,,,,,,,,,
4,"McRae, Craig",13,1,8,21,,,,,,,,,2.0,,,,,,,,,,
22,"Scott, Chris",9,5,4,13,,,,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Voss, Michael",17,4,10,27,,,1.0,3.0,,,,,1.0,1.0,,,,,,,,,
33,"White, Darryl",8,2,3,11,1,1.0,,,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,57,95,293,5,8.0,17.0,33.0,,,,,20.0,25.0,1.0,,,,,,,,
Opposition,Opposition,193,37,95,288,9,8.0,17.0,23.0,,,,,25.0,20.0,5.0,,,,,,,,
