Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 131d,234 (143-0-91 61.11%),130 (0.56),←,
27,"Baird, John",23y 52d,32 (17-1-14 54.69%),5 (0.16),←,
16,"Brown, Leigh",21y 160d,81 (28-1-52 35.19%),29 (0.36),18 (9-1-8 52.78%),9 (0.50)
22,"Burton, Matthew",33y 75d,144 (60-0-84 41.67%),63 (0.44),74 (38-0-36 51.35%),31 (0.42)
23,"Clayton, Shane",24y 282d,113 (58-1-54 51.77%),52 (0.46),95 (56-1-38 59.47%),51 (0.54)
6,"Grant, Shannon",26y 105d,188 (110-2-76 59.04%),207 (1.10),130 (78-1-51 60.38%),169 (1.30)
39,"Harding, Leigh",22y 98d,41 (21-1-19 52.44%),67 (1.63),←,
29,"Harvey, Brent",25y 80d,146 (89-1-56 61.30%),168 (1.15),←,
21,"Jones, Corey",22y 157d,34 (15-0-19 44.12%),30 (0.88),←,
34,"King, David",31y 148d,215 (133-1-81 62.09%),134 (0.62),←,
35,"Makepeace, Troy",24y 149d,80 (41-1-38 51.88%),18 (0.22),←,
19,"Motlop, Daniel",21y 139d,18 (5-1-12 30.56%),11 (0.61),←,
20,"Petrie, Drew",20y 291d,37 (17-1-19 47.30%),32 (0.86),←,
17,"Porter, Mark",26y 295d,91 (46-1-44 51.10%),20 (0.22),36 (18-1-17 51.39%),7 (0.19)
3,"Rawlings, Brady",22y 53d,66 (39-0-27 59.09%),24 (0.36),←,
30,"Robbins, Ben",26y 218d,89 (44-3-42 51.12%),20 (0.22),37 (19-1-17 52.70%),6 (0.16)
26,"Rocca, Saverio",29y 255d,211 (96-3-112 46.21%),630 (2.99),55 (26-1-28 48.18%),116 (2.11)
7,"Simpson, Adam",27y 167d,176 (111-1-64 63.35%),55 (0.31),←,
9,"Sinclair, Jess",24y 341d,101 (37-1-63 37.13%),50 (0.50),51 (24-1-26 48.04%),24 (0.47)
10,"Stevens, Anthony",32y 31d,270 (163-1-106 60.56%),122 (0.45),←,
36,"Watt, Shannon",22y 249d,44 (22-1-21 51.14%),4 (0.09),←,
8,"Wells, Daniel",18y 180d,14 (8-1-5 60.71%),8 (0.57),←,
Totals,Totals,25y 133d,2425 (1303-23-1099 53.73%),1879 (0.77),,
C,"Laidley, Dani",36y 128d,18 (9-1-8 52.78%),,←,
