Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",24y 313d,63 (34-0-29 53.97%),32 (0.51),←,
10,"Boak, Travis",31y 331d,268 (130-1-137 48.69%),173 (0.65),←,
26,"Bonner, Riley",23y 112d,45 (28-0-17 62.22%),8 (0.18),←,
18,"Butters, Zak",19y 293d,23 (13-0-10 56.52%),14 (0.61),←,
33,"Byrne-Jones, Darcy",24y 281d,90 (49-0-41 54.44%),6 (0.07),←,
17,"Clurey, Tom",26y 96d,85 (50-0-35 58.82%),,←,
22,"Dixon, Charlie",29y 278d,138 (61-1-76 44.57%),223 (1.62),73 (42-0-31 57.53%),129 (1.77)
7,"Ebert, Brad",30y 86d,250 (119-1-130 47.80%),134 (0.54),174 (91-1-82 52.59%),101 (0.58)
24,"Farrell, Kane",21y 102d,13 (5-0-8 38.46%),17 (1.31),←,
9,"Gray, Robbie",32y 89d,222 (109-0-113 49.10%),319 (1.44),←,
8,"Hartlett, Hamish",29y 318d,168 (81-1-86 48.51%),75 (0.45),←,
5,"Houston, Dan",23y 46d,64 (38-0-26 59.38%),10 (0.16),←,
1,"Jonas, Tom",29y 170d,143 (75-1-67 52.80%),1 (0.01),←,
29,"Lycett, Scott",27y 275d,97 (61-0-36 62.89%),51 (0.53),22 (13-0-9 59.09%),6 (0.27)
4,"Marshall, Todd",21y 263d,24 (19-0-5 79.17%),28 (1.17),←,
12,"McKenzie, Trent",28y 85d,112 (34-0-78 30.36%),22 (0.20),6 (5-0-1 83.33%),
6,"Motlop, Steven",29y 107d,174 (112-2-60 64.94%),197 (1.13),39 (22-0-17 56.41%),22 (0.56)
2,"Powell-Pepper, Sam",22y 171d,61 (37-0-24 60.66%),32 (0.52),←,
11,"Rockliff, Tom",30y 126d,194 (70-0-124 36.08%),96 (0.49),40 (24-0-16 60.00%),9 (0.22)
20,"Rozee, Connor",20y 157d,26 (15-0-11 57.69%),31 (1.19),←,
39,"Westhoff, Justin",33y 270d,272 (132-1-139 48.71%),310 (1.14),←,
16,"Wines, Ollie",25y 264d,143 (79-0-64 55.24%),64 (0.45),←,
Totals,Totals,26y 242d,2675 (1351-8-1316 50.50%),1843 (0.69),,
C,"Hinkley, Ken",53y 271d,163 (92-0-71 56.44%),,←,
