Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
9,"Cotchin, Trent",20y 39d,32 (13-0-19 40.63%),12 (0.38),←,
3,"Deledio, Brett",23y 28d,114 (40-3-71 36.40%),90 (0.79),←,
10,"Edwards, Shane",21y 203d,55 (13-3-39 26.36%),31 (0.56),←,
15,"Farmer, Mitch",21y 132d,9 (0-0-9 0.00%),1 (0.11),6 (0-0-6 0.00%),1 (0.17)
41,"Foley, Nathan",24y 250d,87 (28-2-57 33.33%),22 (0.25),←,
25,"Graham, Angus",23y 30d,19 (3-1-15 18.42%),7 (0.37),←,
23,"Jackson, Daniel",24y 21d,76 (20-2-54 27.63%),20 (0.26),←,
36,"Martin, Dustin",18y 324d,7 (0-0-7 0.00%),2 (0.29),←,
16,"McGuane, Luke",23y 93d,61 (16-2-43 27.87%),2 (0.03),←,
40,"Moore, Kelvin",26y 52d,73 (17-1-55 23.97%),11 (0.15),←,
26,"Nahas, Robin",22y 187d,25 (5-1-19 22.00%),28 (1.12),←,
47,"Nason, Ben",20y 347d,8 (0-0-8 0.00%),5 (0.63),←,
17,"Newman, Chris",27y 363d,161 (50-3-108 31.99%),22 (0.14),←,
6,"Polak, Graham",25y 334d,110 (47-2-61 43.64%),25 (0.23),37 (7-2-28 21.62%),16 (0.43)
18,"Rance, Alex",20y 219d,21 (2-1-18 11.90%),5 (0.24),←,
8,"Riewoldt, Jack",21y 197d,54 (16-2-36 31.48%),76 (1.41),←,
30,"Tambling, Richard",23y 246d,102 (37-3-62 37.75%),60 (0.59),←,
2,"Thursfield, Will",24y 27d,58 (17-3-38 31.90%),,←,
21,"Tuck, Shane",28y 143d,116 (38-3-75 34.05%),55 (0.47),←,
29,"Vickery, Ty",19y 350d,17 (3-1-13 20.59%),6 (0.35),←,
46,"Webberley, Jeromey",21y 308d,2 (0-0-2 0.00%),,←,
35,"White, Matt",23y 31d,58 (20-3-35 37.07%),23 (0.40),←,
Totals,Totals,23y 12d,1265 (385-36-844 30.43%),503 (0.40),,
C,"Hardwick, Damien",37y 271d,8 (0-0-8 0.00%),,←,
