Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
30,"Adams, Taylor",18y 235d,3 (1-0-2 33.33%),1 (0.33),←,
14,"Bugg, Tomas",19y 37d,7 (1-0-6 14.29%),1 (0.14),←,
18,"Cameron, Jeremy",19y 41d,5 (1-0-4 20.00%),10 (2.00),←,
3,"Coniglio, Stephen",18y 149d,6 (1-0-5 16.67%),1 (0.17),←,
11,"Cornes, Chad",32y 182d,244 (134-1-109 55.12%),175 (0.72),5 (1-0-4 20.00%),
1,"Davis, Phil",21y 256d,25 (12-0-13 48.00%),4 (0.16),7 (1-0-6 14.29%),3 (0.43)
4,"Folau, Israel",23y 39d,6 (1-0-5 16.67%),1 (0.17),←,
26,"Giles, Jonathan",24y 125d,7 (1-0-6 14.29%),9 (1.29),←,
35,"Greene, Toby",18y 230d,6 (1-0-5 16.67%),,←,
40,"Kennedy, Adam",19y 305d,6 (1-0-5 16.67%),,←,
39,"Mohr, Tim",23y 206d,6 (1-0-5 16.67%),1 (0.17),←,
7,"Palmer, Rhys",23y 89d,59 (22-0-37 37.29%),25 (0.42),6 (1-0-5 16.67%),2 (0.33)
27,"Phillips, Andrew",20y 314d,1 (1-0-0 100.00%),,←,
6,"Power, Luke",32y 125d,288 (153-3-132 53.65%),226 (0.78),6 (1-0-5 16.67%),
9,"Scully, Tom",20y 363d,37 (14-1-22 39.19%),7 (0.19),6 (1-0-5 16.67%),1 (0.17)
5,"Shiel, Dylan",19y 64d,7 (1-0-6 14.29%),1 (0.14),←,
34,"Smith, Devon",18y 358d,7 (1-0-6 14.29%),3 (0.43),←,
28,"Sumner, Liam",18y 270d,2 (1-0-1 50.00%),2 (1.00),←,
31,"Townsend, Jacob",18y 327d,6 (1-0-5 16.67%),2 (0.33),←,
17,"Treloar, Adam",19y 64d,4 (1-0-3 25.00%),2 (0.50),←,
29,"Tyson, Dom",18y 339d,4 (1-0-3 25.00%),1 (0.25),←,
8,"Ward, Callan",22y 32d,67 (33-0-34 49.25%),37 (0.55),7 (1-0-6 14.29%),4 (0.57)
Totals,Totals,21y 172d,803 (384-5-414 47.82%),509 (0.63),,
C,"Sheedy, Kevin",64y 140d,641 (387-6-248 60.84%),,7 (1-0-6 14.29%),
