Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Chapman, Nathan",3,1,1,4,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,
17,"Chick, Daniel",8,4,3,11,,,1.0,4.0,,3.0,,1.0,1.0,2.0,,,,,,,,,
23,"Crawford, Justin",15,6,5,20,,,,2.0,,6.0,2.0,,1.0,,,,,,,,,,
9,"Crawford, Shane",20,5,7,27,,1.0,,4.0,4.0,2.0,2.0,1.0,7.0,,,,,,,,,,
32,"Dixon, Ben",4,1,5,9,1,,,3.0,,2.0,1.0,,,,,,,,,,,,
19,"Dunstall, Jason",3,3,1,4,2,1.0,,,,1.0,,,,,,,,,,,,,
34,"Graham, Mark",16,8,3,19,,,,1.0,3.0,2.0,,1.0,1.0,2.0,,,,,,,,,
5,"Harford, Daniel",12,6,7,19,,2.0,,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,
13,"Hassall, Jon",10,5,10,20,,,,5.0,6.0,,1.0,,,,,,,,,,,,
3,"Hay, Jonathan",13,9,4,17,,,,4.0,5.0,1.0,,,1.0,,,,,,,,,,
2,"Holland, Nick",17,10,4,21,4,,4.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,,,,,,,,
11,"Kappler, Darren",6,1,1,7,,,,,1.0,3.0,,,1.0,,,,,,,,,,
14,"Krummel, Brendan",7,2,5,12,,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,
37,"Lekkas, Angelo",8,6,7,15,,,,3.0,1.0,2.0,1.0,,,1.0,,,,,,,,,
15,"Lord, Aaron",18,7,13,31,1,1.0,,1.0,,2.0,3.0,2.0,1.0,,,,,,,,,,
7,"McCabe, Luke",8,2,8,16,,,,3.0,4.0,1.0,2.0,,2.0,,,,,,,,,,
10,"Robran, Jonathon",10,2,5,15,,,5.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,
4,"Salmon, Paul",8,7,2,10,,,23.0,1.0,,3.0,6.0,,3.0,4.0,,,,,,,,,
29,"Tallis, Rayden",12,3,6,18,,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,,
6,"Taylor, Richard",17,4,10,27,2,,,1.0,3.0,3.0,7.0,,2.0,2.0,,,,,,,,,
8,"Treleven, Craig",16,5,,16,,,,,2.0,,2.0,1.0,,,,,,,,,,,
30,"Woods, Tony",1,1,4,5,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,98,111,343,10,10.0,35.0,43.0,35.0,42.0,34.0,14.0,25.0,15.0,1.0,,,,,,,,
Opposition,Opposition,197,76,71,268,18,9.0,28.0,34.0,26.0,55.0,40.0,14.0,15.0,25.0,5.0,,,,,,,,
