Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",16,7,6,22,1,1.0,,4.0,,,,,,2.0,,,,,,,,,
30,"Bourke, Damian",4,1,1,5,1,,10.0,,,,,,2.0,1.0,,,,,,,,,
11,"Buckley, Nathan",19,5,3,22,2,,,4.0,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",9,4,5,14,,,,1.0,,,,,4.0,5.0,,,,,,,,,
5,"Chapman, Nathan",12,3,5,17,,,,2.0,,,,,1.0,1.0,,,,,,,,,
16,"Clarke, Matthew",2,1,1,3,,,5.0,1.0,,,,,,,,,,,,,,,
12,"Clarke, Troy",4,2,7,11,,,,1.0,,,,,,1.0,,,,,,,,,
6,"Fletcher, Adrian",10,6,6,16,1,,,3.0,,,,,1.0,2.0,,,,,,,,,
4,"Gastev, John",13,9,13,26,,,,4.0,,,,,,2.0,,,,,,,,,
32,"Hart, Shaun",11,4,3,14,,,,1.0,,,,,,1.0,,,,,,,,,
31,"McCormack, Brendan",15,2,9,24,,2.0,,3.0,,,,,,2.0,,,,,,,,,
7,"McIvor, Scott",8,5,6,14,1,2.0,,1.0,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",17,4,7,24,,,,,,,,,2.0,1.0,,,,,,,,,
40,"McLuckie, Steven",20,3,5,25,,,,4.0,,,,,1.0,1.0,,,,,,,,,
21,"Parker, John",6,3,6,12,,,,,,,,,2.0,,,,,,,,,,
8,"Peos, Paul",12,4,3,15,,,,3.0,,,,,4.0,2.0,,,,,,,,,
3,"Voss, Michael",2,1,3,5,,,,,,,,,,3.0,,,,,,,,,
33,"White, Darryl",14,8,2,16,6,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
28,"Windsor, Ray",12,4,3,15,2,4.0,,3.0,,,,,,,,,,,,,,,
18,"Worsfold, Peter",19,3,5,24,,1.0,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,79,99,324,14,13.0,15.0,38.0,,,,,19.0,29.0,,,,,,,,,
Opposition,Opposition,232,91,142,374,19,17.0,14.0,25.0,,,,,29.0,19.0,6.0,,,,,,,,
