Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartram, Clint",10,3,9,19,,,,4.0,4.0,1.0,3.0,1.0,2.0,1.0,,8.0,10.0,,,2.0,3.0,1.0,89.0
6,"Bate, Matthew",9,5,4,13,3,,,4.0,,4.0,,,1.0,,,5.0,8.0,,2.0,3.0,,,86.0
43,"Bennell, Jamie",8,3,7,15,,,,1.0,3.0,,,1.0,,1.0,,9.0,6.0,2.0,,5.0,4.0,1.0,76.0
32,"Bruce, Cameron",6,3,15,21,,,,5.0,3.0,1.0,4.0,5.0,1.0,2.0,,10.0,13.0,1.0,1.0,2.0,1.0,,81.0
36,"Davey, Aaron",13,2,7,20,,1.0,,2.0,3.0,5.0,3.0,2.0,1.0,,,8.0,11.0,,,1.0,,,80.0
14,"Dunn, Lynden",10,4,6,16,1,,3.0,4.0,2.0,3.0,1.0,2.0,,1.0,,6.0,11.0,,,,,,68.0
8,"Frawley, James",7,3,7,14,,,,3.0,3.0,,,1.0,1.0,,,4.0,10.0,,,3.0,,,94.0
18,"Green, Brad",13,8,14,27,,,,2.0,3.0,3.0,3.0,4.0,1.0,1.0,,9.0,18.0,1.0,2.0,,,1.0,87.0
16,"Grimes, Jack",12,8,9,21,,,,3.0,8.0,1.0,2.0,3.0,,1.0,,5.0,14.0,2.0,,2.0,1.0,,80.0
40,"Jamar, Mark",1,1,6,7,,,29.0,1.0,,,1.0,1.0,1.0,1.0,,3.0,4.0,,,,,,72.0
39,"Jetta, Neville",8,,8,16,,,,3.0,,5.0,2.0,3.0,1.0,1.0,,6.0,10.0,,,1.0,,1.0,78.0
2,"Jones, Nathan",8,5,14,22,,,,2.0,5.0,1.0,3.0,1.0,1.0,,,7.0,15.0,,,,,,87.0
48,"Jurrah, Liam",7,4,3,10,2,,,3.0,,2.0,,2.0,,2.0,,4.0,6.0,1.0,1.0,,,1.0,93.0
34,"Martin, Stefan",,,6,6,,,17.0,3.0,,1.0,1.0,1.0,1.0,1.0,,4.0,2.0,,,1.0,,,75.0
23,"McDonald, James",11,7,7,18,,,,1.0,6.0,2.0,,4.0,,3.0,,2.0,16.0,,,1.0,5.0,,74.0
5,"McLean, Brock",5,2,2,7,,,,2.0,,1.0,1.0,1.0,1.0,,,3.0,4.0,,,1.0,,,75.0
22,"Moloney, Brent",11,2,16,27,1,,,6.0,2.0,1.0,3.0,4.0,1.0,2.0,,11.0,16.0,,,,,,80.0
10,"Morton, Cale",11,5,7,18,3,,,3.0,2.0,2.0,,2.0,,,,5.0,13.0,2.0,3.0,2.0,,,79.0
15,"Petterd, Ricky",12,4,10,22,1,,,,2.0,4.0,3.0,2.0,1.0,,,8.0,14.0,,1.0,,,,78.0
27,"Rivers, Jared",4,4,6,10,,,,6.0,1.0,,,,1.0,,,3.0,7.0,,,5.0,2.0,,92.0
24,"Robertson, Russell",4,4,3,7,,2.0,,2.0,,1.0,,2.0,,1.0,,2.0,6.0,1.0,2.0,2.0,,,83.0
37,"Warnock, Matthew",3,3,7,10,,,,2.0,2.0,,,3.0,1.0,2.0,,5.0,5.0,,,4.0,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,80,173,346,11,5.0,49.0,62.0,49.0,38.0,30.0,45.0,16.0,20.0,,127.0,219.0,10.0,12.0,35.0,16.0,5.0,
Opposition,Opposition,223,104,237,460,17,15.0,25.0,74.0,26.0,67.0,34.0,36.0,20.0,16.0,6.0,144.0,320.0,12.0,15.0,44.0,10.0,15.0,
