Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Blease, Sam",22y 111d,25 (5-0-20 20.00%),20 (0.80),←,
36,"Davey, Aaron",30y,167 (61-3-103 37.43%),170 (1.02),←,
6,"Dawes, Chris",25y 25d,76 (54-1-21 71.71%),86 (1.13),5 (0-0-5 0.00%),3 (0.60)
14,"Dunn, Lynden",26y 27d,106 (29-2-75 28.30%),90 (0.85),←,
32,"Evans, Michael",20y 332d,13 (2-0-11 15.38%),6 (0.46),←,
48,"Fitzpatrick, Jack",21y 349d,5 (0-0-5 0.00%),3 (0.60),←,
20,"Garland, Colin",25y 43d,91 (22-2-67 25.27%),13 (0.14),←,
38,"Howe, Jeremy",22y 346d,46 (10-0-36 21.74%),53 (1.15),←,
40,"Jamar, Mark",29y 305d,133 (45-3-85 34.96%),47 (0.35),←,
45,"Jones, Matt",25y 235d,11 (1-0-10 9.09%),2 (0.18),←,
2,"Jones, Nathan",25y 141d,146 (36-3-107 25.68%),71 (0.49),←,
34,"Kent, Dean",19y 106d,4 (0-0-4 0.00%),2 (0.50),←,
25,"McDonald, Tom",20y 265d,28 (6-0-22 21.43%),,←,
13,"McKenzie, Jordie",22y 354d,65 (16-1-48 25.38%),9 (0.14),←,
21,"Pedersen, Cameron",26y 85d,22 (8-0-14 36.36%),24 (1.09),6 (1-0-5 16.67%),4 (0.67)
15,"Rodan, David",29y 245d,181 (62-1-118 34.53%),130 (0.72),5 (0-0-5 0.00%),1 (0.20)
12,"Sylvia, Colin",27y 214d,146 (47-2-97 32.88%),126 (0.86),←,
35,"Tapscott, Luke",21y 347d,39 (9-1-29 24.36%),8 (0.21),←,
46,"Terlich, Dean",23y 179d,10 (1-0-9 10.00%),,←,
5,"Toumpas, Jimmy",19y 159d,5 (0-0-5 0.00%),,←,
9,"Trengove, Jack",21y 281d,68 (19-2-47 29.41%),36 (0.53),←,
4,"Watts, Jack",22y 76d,62 (17-2-43 29.03%),42 (0.68),←,
Totals,Totals,24y 43d,1449 (450-23-976 31.06%),938 (0.65),,
C,"Neeld, Mark",41y 332d,33 (5-0-28 15.15%),,←,
