Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Ah Chee, Callum",5,2,,5,1,1.0,,1.0,,2.0,,,,,,1.0,3.0,,,,,,75.0
31,"Andrews, Harris",5,3,5,10,,1.0,,1.0,1.0,1.0,,2.0,1.0,,,4.0,6.0,,,11.0,,,100.0
43,"Answerth, Noah",7,3,4,11,,,,2.0,1.0,,1.0,5.0,,,,3.0,9.0,,,3.0,,,91.0
10,"Ashcroft, Levi",15,7,7,22,,,,,2.0,1.0,2.0,4.0,2.0,,,4.0,17.0,,,2.0,,,82.0
8,"Ashcroft, Will",12,4,18,30,,1.0,,2.0,1.0,5.0,6.0,2.0,,,,11.0,19.0,,,1.0,,1.0,86.0
33,"Bailey, Zac",14,8,13,27,1,,,2.0,2.0,7.0,4.0,,1.0,,1.0,8.0,19.0,,2.0,,,1.0,81.0
23,"Cameron, Charlie",10,4,3,13,,2.0,,,,3.0,1.0,1.0,,,,3.0,9.0,,1.0,,,3.0,88.0
18,"Coleman, Keidean",13,6,6,19,,,,1.0,8.0,2.0,,1.0,,,,3.0,14.0,,,,,,68.0
5,"Dunkley, Josh",10,4,18,28,,1.0,,4.0,1.0,2.0,6.0,5.0,2.0,1.0,,10.0,18.0,,1.0,3.0,,1.0,81.0
3,"Fletcher, Jaspa",9,2,13,22,1,,,1.0,3.0,2.0,1.0,1.0,,,,10.0,11.0,1.0,,2.0,1.0,,72.0
32,"Fort, Darcy",7,2,4,11,,,15.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,,6.0,5.0,,,4.0,,,88.0
27,"Gardiner, Darcy",8,4,5,13,4,,1.0,,2.0,1.0,,1.0,1.0,,,6.0,6.0,,1.0,1.0,,1.0,64.0
30,"Hipwood, Eric",6,4,3,9,1,1.0,1.0,1.0,,4.0,,3.0,,2.0,,4.0,7.0,,,1.0,,,82.0
35,"Lester, Ryan",10,8,6,16,,,,5.0,3.0,1.0,1.0,,,,,2.0,13.0,1.0,,2.0,,,81.0
1 ↓,"Lohmann, Kai",4,2,1,5,,,,1.0,,2.0,,3.0,1.0,2.0,,2.0,4.0,,,,,,65.0
6,"McCluggage, Hugh",14,7,14,28,1,,,2.0,,6.0,2.0,3.0,,,,5.0,22.0,,1.0,1.0,,1.0,84.0
26 ↑,"McKenna, Conor",1,,,1,1,,,,,,,,,,,,1.0,,,,,,12.0
13,"Morris, Logan",9,5,2,11,3,1.0,,2.0,,1.0,,2.0,1.0,1.0,,2.0,10.0,1.0,4.0,2.0,,1.0,77.0
9,"Neale, Lachie",14,6,16,30,,,,3.0,2.0,4.0,6.0,1.0,,1.0,,12.0,20.0,,1.0,1.0,,,84.0
40,"Payne, Jack",7,7,3,10,,,,1.0,4.0,,,3.0,,1.0,,3.0,7.0,2.0,,7.0,,,94.0
16,"Rayner, Cam",5,2,10,15,,,,1.0,,4.0,4.0,5.0,,1.0,,7.0,9.0,,,3.0,,1.0,79.0
44,"Wilmot, Darcy",10,3,10,20,,,,2.0,2.0,1.0,,2.0,,1.0,,4.0,11.0,,,2.0,1.0,,84.0
15,"Zorko, Dayne",20,8,7,27,,1.0,,3.0,9.0,3.0,2.0,3.0,1.0,1.0,,7.0,15.0,,,1.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,101,168,383,13,10.0,17.0,39.0,43.0,53.0,39.0,51.0,12.0,13.0,1.0,117.0,255.0,5.0,11.0,47.0,2.0,10.0,
Opposition,Opposition,228,109,142,370,14,15.0,53.0,41.0,38.0,58.0,44.0,49.0,13.0,12.0,5.0,135.0,222.0,11.0,16.0,39.0,1.0,11.0,
