Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",21y 289d,29 (13-1-15 46.55%),3 (0.10),15 (5-0-10 33.33%),3 (0.20)
40,"Bentick, Adam",19y 63d,3 (1-0-2 33.33%),,←,
18,"Bowyer, Glen",24y 231d,48 (28-0-20 58.33%),14 (0.29),13 (5-0-8 38.46%),
16,"Camporeale, Scott",29y 4d,210 (109-0-101 51.90%),190 (0.90),←,
13,"Davies, Justin",21y 39d,29 (7-0-22 24.14%),11 (0.38),←,
26,"De Luca, Adrian",22y 92d,20 (8-0-12 40.00%),8 (0.40),←,
25,"Fevola, Brendan",23y 208d,81 (34-0-47 41.98%),188 (2.32),←,
11,"French, Barnaby",28y 264d,96 (43-1-52 45.31%),27 (0.28),34 (9-0-25 26.47%),7 (0.21)
2,"Harford, Daniel",27y 149d,160 (77-1-82 48.44%),68 (0.43),7 (3-0-4 42.86%),1 (0.14)
33,"Houlihan, Ryan",22y 207d,96 (37-0-59 38.54%),74 (0.77),←,
10,"Johnson, Brett",22y 292d,58 (29-0-29 50.00%),14 (0.24),20 (8-0-12 40.00%),4 (0.20)
43,"Koutoufides, Anthony",31y 210d,225 (125-1-99 55.78%),191 (0.85),←,
12,"Lappin, Matthew",28y 180d,190 (86-1-103 45.53%),196 (1.03),135 (58-0-77 42.96%),170 (1.26)
4,"Livingston, Luke",21y 285d,30 (5-0-25 16.67%),2 (0.07),←,
20,"McGrath, Cory",25y 193d,38 (23-0-15 60.53%),16 (0.42),10 (5-0-5 50.00%),2 (0.20)
3,"Morrell, Digby",24y 310d,59 (28-1-30 48.31%),51 (0.86),19 (8-0-11 42.11%),4 (0.21)
29,"Scotland, Heath",24y 25d,73 (31-0-42 42.47%),22 (0.30),20 (8-0-12 40.00%),10 (0.50)
24,"Stevens, Nick",24y 225d,145 (81-2-62 56.55%),85 (0.59),18 (7-0-11 38.89%),7 (0.39)
15,"Teague, David",23y 102d,53 (26-0-27 49.06%),5 (0.09),20 (8-0-12 40.00%),1 (0.05)
32,"Thornton, Bret",20y 274d,51 (14-0-37 27.45%),1 (0.02),←,
30,"Waite, Jarrad",21y 193d,27 (6-0-21 22.22%),15 (0.56),←,
8,"Whitnall, Lance",24y 358d,155 (76-0-79 49.03%),288 (1.86),←,
Totals,Totals,24y 108d,1876 (887-8-981 47.28%),1469 (0.78),,
C,"Pagan, Denis",56y 326d,282 (162-0-120 57.45%),,42 (12-0-30 28.57%),
