Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",21y 274d,74 (16-1-57 22.30%),47 (0.64),←,
22,"Bain, David",27y 55d,85 (17-1-67 20.59%),43 (0.51),←,
30,"Bourke, Damian",28y 158d,103 (58-1-44 56.80%),16 (0.16),1 (0-0-1 0.00%),1 (1.00)
11,"Buckley, Nathan",20y 335d,12 (3-0-9 25.00%),11 (0.92),←,
1,"Champion, Richard",25y 73d,49 (9-1-39 19.39%),23 (0.47),←,
5,"Chapman, Nathan",18y 50d,12 (3-0-9 25.00%),4 (0.33),←,
12,"Clarke, Troy",24y 18d,41 (7-1-33 18.29%),16 (0.39),←,
6,"Fletcher, Adrian",23y 259d,57 (28-0-29 49.12%),30 (0.53),12 (3-0-9 25.00%),10 (0.83)
29,"Francis, Fabian",19y 245d,7 (2-0-5 28.57%),8 (1.14),6 (1-0-5 16.67%),8 (1.33)
4,"Gastev, John",28y 319d,123 (38-1-84 31.30%),69 (0.56),93 (21-1-71 23.12%),38 (0.41)
32,"Hart, Shaun",22y 40d,40 (8-1-31 21.25%),7 (0.17),←,
41,"Kennedy, Matthew",23y 142d,50 (9-0-41 18.00%),13 (0.26),←,
19,"McLean, Michael",28y 115d,131 (53-2-76 41.22%),37 (0.28),36 (6-0-30 16.67%),14 (0.39)
24,"Merrett, Roger",33y 68d,255 (122-3-130 48.43%),311 (1.22),106 (25-1-80 24.06%),163 (1.54)
26,"Noonan, Danny",24y 209d,51 (9-1-41 18.63%),19 (0.37),←,
8,"Peos, Paul",25y 149d,58 (25-2-31 44.83%),37 (0.64),7 (1-0-6 14.29%),9 (1.29)
38,"Scott, Dion",23y 86d,16 (4-0-12 25.00%),3 (0.19),10 (3-0-7 30.00%),3 (0.30)
3,"Voss, Michael",17y 354d,16 (5-0-11 31.25%),7 (0.44),←,
28,"Windsor, Ray",20y 319d,18 (2-1-15 13.89%),16 (0.89),←,
18,"Worsfold, Peter",22y 350d,24 (2-1-21 10.42%),20 (0.83),←,
Totals,Totals,23y 364d,1222 (420-17-785 34.37%),737 (0.60),,
C,"Walls, Robert",42y 340d,255 (125-2-128 49.41%),,56 (10-1-45 18.75%),
