Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",27y 340d,201 (89-0-112 44.28%),148 (0.74),←,
16,"Bowden, Patrick",24y 296d,59 (13-1-45 22.88%),63 (1.07),9 (5-0-4 55.56%),8 (0.89)
24,"Coughlan, Mark",24y 37d,80 (30-0-50 37.50%),36 (0.45),←,
3,"Deledio, Brett",19y 39d,31 (15-0-16 48.39%),17 (0.55),←,
41,"Foley, Nathan",20y 261d,14 (6-0-8 42.86%),2 (0.14),←,
20,"Hall, Ray",25y 212d,91 (37-0-54 40.66%),28 (0.31),←,
31,"Hyde, Chris",23y 291d,56 (15-0-41 26.79%),16 (0.29),←,
17,"Johnson, Kane",28y 73d,167 (76-0-91 45.51%),64 (0.38),63 (21-0-42 33.33%),20 (0.32)
39,"Kellaway, Andrew",30y 185d,165 (75-0-90 45.45%),27 (0.16),←,
13,"Knobel, Trent",26y 4d,74 (40-1-33 54.73%),12 (0.16),20 (10-0-10 50.00%),4 (0.20)
27,"Krakouer, Andrew",23y 112d,83 (27-0-56 32.53%),83 (1.00),←,
22,"Meyer, Danny",19y 297d,8 (6-0-2 75.00%),1 (0.13),←,
1,"Newman, Chris",24y 9d,85 (29-0-56 34.12%),10 (0.12),←,
26,"Pattison, Adam",20y 83d,6 (4-0-2 66.67%),1 (0.17),←,
15,"Pettifer, Kayne",24y 125d,68 (29-0-39 42.65%),69 (1.01),←,
14,"Polo, Dean",19y 295d,4 (3-0-1 75.00%),3 (0.75),←,
4,"Raines, Andrew",20y 80d,16 (8-0-8 50.00%),,←,
12,"Richardson, Matthew",31y 69d,225 (99-0-126 44.00%),662 (2.94),←,
5,"Simmonds, Troy",27y 318d,135 (67-0-68 49.63%),96 (0.71),31 (15-0-16 48.39%),30 (0.97)
30,"Tambling, Richard",19y 257d,20 (12-0-8 60.00%),14 (0.70),←,
32,"Tivendale, Greg",27y 38d,153 (63-0-90 41.18%),103 (0.67),←,
21,"Tuck, Shane",24y 154d,34 (15-0-19 44.12%),16 (0.47),←,
Totals,Totals,24y 79d,1775 (758-2-1015 42.70%),1471 (0.83),,
C,"Wallace, Terry",47y 165d,179 (94-2-83 53.07%),,31 (15-0-16 48.39%),
