Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 143d,100 (49-2-49 50.00%),58 (0.58),←,
18,"Cameron, Leon",20y 255d,49 (25-1-23 52.04%),24 (0.49),←,
6,"Campbell, Tony",25y 275d,102 (57-0-45 55.88%),63 (0.62),27 (18-0-9 66.67%),2 (0.07)
31,"Darcy, Anthony",21y 54d,4 (1-0-3 25.00%),1 (0.25),3 (1-0-2 33.33%),1 (0.33)
26,"Del-Re, Danny",25y 92d,52 (30-1-21 58.65%),126 (2.42),←,
32,"Foster, Peter",32y 347d,163 (87-3-73 54.29%),56 (0.34),156 (84-3-69 54.81%),54 (0.35)
41,"Frost, Michael",22y 137d,8 (5-0-3 62.50%),2 (0.25),←,
29,"Grant, Chris",20y 153d,63 (35-1-27 56.35%),127 (2.02),←,
7,"Hawkins, Doug",33y 10d,295 (125-4-166 43.05%),206 (0.70),←,
10,"Hunter, Mark",27y 254d,81 (38-2-41 48.15%),2 (0.02),←,
4,"Kellett, Nigel",23y 148d,44 (24-0-20 54.55%),19 (0.43),←,
39,"Liberatore, Tony",27y 93d,91 (52-1-38 57.69%),56 (0.62),←,
27,"Macpherson, Stephen",28y 164d,169 (84-3-82 50.59%),149 (0.88),←,
22,"Quill, Peter",23y 265d,4 (2-0-2 50.00%),2 (0.50),←,
2,"Reynolds, Keenan",24y 128d,49 (28-0-21 57.14%),13 (0.27),←,
33,"Royal, Brian",31y 154d,190 (101-2-87 53.68%),281 (1.48),←,
17,"Standfield, Barry",23y 91d,39 (23-0-16 58.97%),14 (0.36),←,
8,"Toohey, Bernard",30y 86d,252 (130-1-121 51.79%),113 (0.45),29 (20-0-9 68.97%),2 (0.07)
14,"West, Scott",18y 182d,7 (4-0-3 57.14%),9 (1.29),←,
15,"Wynd, Scott",23y 110d,86 (44-1-41 51.74%),11 (0.13),←,
Totals,Totals,25y 139d,1848 (944-22-882 51.08%),1332 (0.72),,
C,"Wheeler, Terry",38y 63d,76 (42-1-33 55.92%),,←,
