Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bartram, Clint",22y 67d,63 (21-1-41 34.13%),13 (0.21),←,
6,"Bate, Matthew",22y 335d,73 (24-0-49 32.88%),73 (1.00),←,
43,"Bennell, Jamie",19y 321d,21 (5-0-16 23.81%),4 (0.19),←,
32,"Bruce, Cameron",30y 206d,208 (87-1-120 42.07%),204 (0.98),←,
36,"Davey, Aaron",26y 318d,124 (51-1-72 41.53%),141 (1.14),←,
14,"Dunn, Lynden",22y 345d,57 (18-0-39 31.58%),39 (0.68),←,
8,"Frawley, James",21y 216d,45 (13-0-32 28.89%),1 (0.02),←,
20,"Garland, Colin",21y 361d,23 (5-0-18 21.74%),2 (0.09),←,
18,"Green, Brad",29y 42d,203 (90-1-112 44.58%),250 (1.23),←,
16,"Grimes, Jack",20y 348d,17 (5-0-12 29.41%),2 (0.12),←,
40,"Jamar, Mark",26y 258d,78 (31-1-46 40.38%),31 (0.40),←,
2,"Jones, Nathan",22y 94d,75 (18-1-56 24.67%),31 (0.41),←,
28,"Macdonald, Joel",25y 196d,85 (48-1-36 57.06%),6 (0.07),5 (3-0-2 60.00%),
34,"Martin, Stefan",23y 158d,28 (7-0-21 25.00%),6 (0.21),←,
23,"McDonald, James",33y 201d,240 (100-1-139 41.88%),54 (0.22),←,
13,"McKenzie, Jordie",19y 307d,8 (3-0-5 37.50%),2 (0.25),←,
22,"Moloney, Brent",26y 86d,95 (36-1-58 38.42%),23 (0.24),72 (24-0-48 33.33%),17 (0.24)
15,"Petterd, Ricky",21y 274d,34 (10-0-24 29.41%),35 (1.03),←,
31,"Scully, Tom",18y 344d,5 (3-0-2 60.00%),1 (0.20),←,
12,"Sylvia, Colin",24y 167d,89 (30-1-58 34.27%),71 (0.80),←,
9,"Trengove, Jack",18y 234d,5 (3-0-2 60.00%),3 (0.60),←,
1,"Warnock, Matthew",26y 21d,43 (10-0-33 23.26%),1 (0.02),←,
Totals,Totals,23y 339d,1619 (618-10-991 38.17%),993 (0.61),,
C,"Bailey, Dean",43y 96d,49 (10-0-39 20.41%),,←,
