West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Butler, Sam",19,12,9,28,2,,,3.0,3.0,4.0,1.0,1.0,,,3.0,2.0,26.0,,,4.0,,,89.0
15,"Cripps, Jamie",10,4,5,15,1,3.0,,11.0,,4.0,2.0,1.0,1.0,,,5.0,10.0,,1.0,1.0,,,80.0
14 ↑,"Duggan, Liam",6,2,5,11,,,,1.0,,3.0,2.0,1.0,,1.0,,6.0,5.0,,,2.0,,,29.0
3,"Gaff, Andrew",14,4,16,30,,,,2.0,1.0,6.0,3.0,3.0,,,1.0,7.0,23.0,,,2.0,2.0,,86.0
33,"Hill, Josh",7,3,2,9,3,1.0,,3.0,1.0,,,,,,,3.0,6.0,,1.0,,,,84.0
25,"Hurn, Shannon",12,,2,14,,,,5.0,4.0,6.0,1.0,,,,,3.0,9.0,,,3.0,,,92.0
17,"Kennedy, Josh",12,8,5,17,3,5.0,,,,2.0,,1.0,1.0,1.0,,6.0,11.0,1.0,6.0,1.0,,3.0,100.0
2,"LeCras, Mark",12,3,7,19,1,,,4.0,1.0,4.0,5.0,2.0,2.0,1.0,,8.0,12.0,,,1.0,1.0,,85.0
29,"Lycett, Scott",8,5,5,13,,1.0,14.0,1.0,,4.0,2.0,3.0,2.0,1.0,,6.0,7.0,2.0,1.0,4.0,,,83.0
7,"Masten, Chris",4,,13,17,,,,3.0,,2.0,2.0,,1.0,,,6.0,11.0,,,,,,88.0
20,"McGovern, Jeremy",7,8,7,14,,,,,3.0,1.0,,,,,,7.0,8.0,2.0,,7.0,,,95.0
36,"McInnes, Fraser",7,8,8,15,1,1.0,1.0,,,5.0,,1.0,,1.0,,4.0,11.0,2.0,2.0,1.0,,,89.0
9,"Naitanui, Nic",5,2,5,10,,,38.0,4.0,1.0,5.0,3.0,3.0,,2.0,,4.0,6.0,1.0,,1.0,,1.0,79.0
30,"Nelson, Jackson",7,1,2,9,1,,,1.0,2.0,1.0,,1.0,,,,1.0,8.0,,,5.0,,,87.0
11,"Priddis, Matt",6,2,22,28,,,,8.0,,4.0,9.0,2.0,1.0,,2.0,15.0,14.0,,,,,,85.0
24,"Rosa, Matt",10,4,17,27,1,,,,3.0,3.0,2.0,1.0,,,,11.0,16.0,1.0,,4.0,,,77.0
31,"Schofield, Will",4,2,3,7,,,,1.0,2.0,,,3.0,1.0,1.0,,3.0,4.0,,,5.0,,,96.0
4,"Sheed, Dom",14,1,7,21,1,,,1.0,2.0,5.0,3.0,4.0,2.0,1.0,,6.0,14.0,,,,1.0,2.0,81.0
5,"Sheppard, Brad",9,5,6,15,1,,,1.0,1.0,1.0,,1.0,,,,2.0,13.0,1.0,1.0,1.0,2.0,,87.0
13 ↓,"Shuey, Luke",5,1,9,14,1,1.0,,5.0,,4.0,3.0,,1.0,,,6.0,8.0,1.0,,2.0,1.0,1.0,52.0
12,"Wellingham, Sharrod",5,1,9,14,,,,,,2.0,1.0,2.0,,1.0,,8.0,7.0,,,,,,79.0
6,"Yeo, Elliot",10,4,10,20,1,2.0,3.0,3.0,,5.0,5.0,3.0,1.0,1.0,,11.0,8.0,1.0,2.0,,,1.0,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,80,174,367,17,16.0,56.0,57.0,24.0,71.0,44.0,33.0,13.0,11.0,6.0,130.0,237.0,12.0,14.0,44.0,7.0,8.0,
Opposition,Opposition,189,91,171,360,9,11.0,39.0,67.0,49.0,39.0,37.0,47.0,11.0,13.0,,114.0,243.0,9.0,9.0,46.0,14.0,7.0,
