Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",24y 156d,75 (15-1-59 20.67%),17 (0.23),20 (8-0-12 40.00%),4 (0.20)
33,"Barlow, Kris",26y 10d,10 (3-0-7 30.00%),6 (0.60),←,
17,"Chick, Daniel",23y 165d,78 (31-2-45 41.03%),93 (1.19),←,
23,"Collica, Michael",22y 16d,17 (5-1-11 32.35%),2 (0.12),←,
9,"Crawford, Shane",24y 319d,131 (59-2-70 45.80%),92 (0.70),←,
19,"Dixon, Ben",22y 41d,43 (19-1-23 45.35%),57 (1.33),←,
13,"Hassall, Jon",25y 345d,93 (34-2-57 37.63%),16 (0.17),43 (15-0-28 34.88%),4 (0.09)
3,"Hay, Jonathan",19y 346d,38 (10-1-27 27.63%),3 (0.08),←,
37,"Lekkas, Angelo",23y 26d,64 (22-1-41 35.16%),15 (0.23),←,
18,"Lloyd, Brad",23y 312d,11 (5-0-6 45.45%),3 (0.27),←,
15,"Lord, Aaron",24y 4d,92 (43-2-47 47.83%),101 (1.10),60 (20-1-39 34.17%),82 (1.37)
7,"McCabe, Luke",22y 349d,67 (27-1-39 41.04%),4 (0.06),←,
31,"Obst, Chris",19y 289d,12 (7-0-5 58.33%),,←,
20,"Rawlings, Jade",21y 289d,23 (6-0-17 26.09%),14 (0.61),←,
10,"Robran, Jonathon",26y 277d,70 (28-1-41 40.71%),5 (0.07),←,
32,"Rock, Anthony",28y 299d,188 (111-1-76 59.31%),142 (0.76),10 (3-1-6 35.00%),4 (0.40)
4,"Salmon, Paul",34y 186d,285 (152-4-129 54.04%),542 (1.90),76 (29-2-45 39.47%),33 (0.43)
6,"Taylor, Richard",26y 11d,91 (36-2-53 40.66%),37 (0.41),←,
16,"Thompson, Nathan",21y 161d,15 (5-1-9 36.67%),12 (0.80),←,
8,"Treleven, Craig",29y 41d,69 (28-1-40 41.30%),16 (0.23),←,
22,"Turvey, Nathan",21y 281d,8 (3-0-5 37.50%),,←,
30,"Woods, Tony",30y 23d,130 (52-2-76 40.77%),26 (0.20),99 (36-2-61 37.37%),16 (0.16)
Totals,Totals,24y 246d,1610 (701-26-883 43.54%),1203 (0.75),,
C,"Judge, Ken",41y 191d,84 (32-2-50 39.29%),,←,
