Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Croft, Matthew",8,3,,8,,1.0,,,,,,,1.0,,,,,,,,,,
11,"Curley, Todd",12,3,1,13,2,3.0,,,,,,,3.0,,,,,,,,,,
14,"Darcy, Luke",2,2,3,5,,,5.0,3.0,,,,,,,,,,,,,,,
32,"Ellis, Craig",13,5,3,16,,,,1.0,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",10,5,7,17,1,,,,,,,,4.0,1.0,,,,,,,,,
13,"Jakovich, Allen",,,,,,,,,,,,,,,,,,,,,,,
6,"Johnson, Brad",18,2,6,24,,1.0,,1.0,,,,,1.0,,,,,,,,,,
4,"Kellett, Nigel",5,3,2,7,1,,,2.0,,,,,,,,,,,,,,,
35,"Kretiuk, Steven",5,5,5,10,,,,,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",13,,8,21,1,,,7.0,,,,,2.0,,,,,,,,,,
9,"Nicholson, Brad",8,2,1,9,,,,,,,,,,,,,,,,,,,
44,"Osborne, Richard",9,4,1,10,3,2.0,,,,,,,,3.0,,,,,,,,,
22,"Quill, Peter",10,3,7,17,,,,2.0,,,,,1.0,,,,,,,,,,
36,"Romero, Jose",17,2,4,21,,,,3.0,,,,,2.0,2.0,,,,,,,,,
38,"Sir, Sedat",3,2,4,7,,1.0,,1.0,,,,,,,,,,,,,,,
5,"Smith, Rohan",15,4,5,20,,,,1.0,,,,,1.0,,2.0,,,,,,,,
24,"Wallis, Stephen",11,5,8,19,,,,3.0,,,,,1.0,1.0,,,,,,,,,
25,"Watts, Jason",3,2,1,4,1,,,,,,,,1.0,,,,,,,,,,
7,"West, Scott",10,2,6,16,,1.0,,1.0,,,,,,,,,,,,,,,
45,"Wira, Brad",2,1,,2,,,,1.0,,,,,,,,,,,,,,,
15,"Wynd, Scott",5,5,11,16,,,18.0,2.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,60,83,262,9,10.0,23.0,28.0,,,,,20.0,10.0,2.0,,,,,,,,
Opposition,Opposition,175,61,82,257,12,8.0,22.0,34.0,,,,,10.0,20.0,4.0,,,,,,,,
