Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
40,"Adams, Leigh",19y 29d,2 (2-0-0 100.00%),,←,
11,"Archer, Glenn",34y 42d,294 (172-0-122 58.50%),139 (0.47),←,
16,"Brown, Leigh",25y 71d,156 (62-1-93 40.06%),62 (0.40),93 (43-1-49 46.77%),42 (0.45)
43,"Campbell, Matt",20y 104d,5 (3-0-2 60.00%),6 (1.20),←,
27,"Edwards, Aaron",23y 64d,9 (7-0-2 77.78%),6 (0.67),5 (3-0-2 60.00%),4 (0.80)
24,"Firrito, Michael",23y 159d,64 (32-0-32 50.00%),12 (0.19),←,
38,"Gibson, Josh",23y 53d,15 (6-0-9 40.00%),,←,
6,"Grant, Shannon",30y 16d,261 (145-2-114 55.94%),301 (1.15),203 (113-1-89 55.91%),263 (1.30)
17,"Grima, Blake",22y 331d,8 (6-0-2 75.00%),3 (0.38),←,
4,"Harris, Daniel",24y 360d,97 (46-1-50 47.94%),30 (0.31),←,
29,"Harvey, Brent",28y 356d,222 (123-1-98 55.63%),259 (1.17),←,
21,"Jones, Corey",26y 68d,109 (49-0-60 44.95%),130 (1.19),←,
1,"McIntosh, Hamish",22y 243d,24 (8-0-16 33.33%),10 (0.42),←,
20,"Petrie, Drew",24y 202d,112 (52-1-59 46.88%),78 (0.70),←,
30,"Pratt, Daniel",24y 45d,44 (21-0-23 47.73%),4 (0.09),41 (20-0-21 48.78%),3 (0.07)
3,"Rawlings, Brady",25y 329d,139 (70-0-69 50.36%),52 (0.37),←,
7,"Simpson, Adam",31y 78d,248 (144-1-103 58.27%),72 (0.29),←,
9,"Sinclair, Jess",28y 252d,167 (64-1-102 38.62%),64 (0.38),117 (51-1-65 44.02%),38 (0.32)
10,"Smith, Jesse",20y 218d,7 (4-0-3 57.14%),,←,
19,"Swallow, Andrew",19y 337d,18 (6-0-12 33.33%),5 (0.28),←,
36,"Watt, Shannon",26y 160d,114 (56-1-57 49.56%),8 (0.07),←,
8,"Wells, Daniel",22y 91d,90 (43-1-46 48.33%),52 (0.58),←,
Totals,Totals,24y 330d,2205 (1121-10-1074 50.84%),1293 (0.59),,
C,"Laidley, Dani",40y 39d,95 (44-1-50 46.84%),,←,
