Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",31y 247d,279 (196-2-81 70.61%),191 (0.68),←,
46,"Blicavs, Mark",24y 133d,62 (42-0-20 67.74%),16 (0.26),←,
23,"Caddy, Josh",22y 314d,75 (38-0-37 50.67%),55 (0.73),51 (35-0-16 68.63%),38 (0.75)
5,"Cockatoo, Nakia",18y 289d,7 (4-0-3 57.14%),1 (0.14),←,
22,"Duncan, Mitch",24y 59d,111 (83-0-28 74.77%),95 (0.86),←,
44,"Enright, Corey",33y 328d,305 (202-2-101 66.56%),62 (0.20),←,
28,"Gregson, Cory",18y 338d,16 (9-0-7 56.25%),12 (0.75),←,
29,"Guthrie, Cameron",22y 354d,81 (55-0-26 67.90%),18 (0.22),←,
26,"Hawkins, Tom",27y 18d,162 (123-0-39 75.93%),322 (1.99),←,
33,"Horlin-Smith, George",22y 229d,36 (27-0-9 75.00%),19 (0.53),←,
9,"Kelly, James",31y 222d,270 (184-1-85 68.33%),88 (0.33),←,
8,"Kolodjashnij, Jake",19y 364d,5 (4-0-1 80.00%),,←,
11,"Lang, Darcy",19y 260d,18 (11-0-7 61.11%),12 (0.67),←,
13,"Lonergan, Tom",31y 83d,161 (118-1-42 73.60%),54 (0.34),←,
4,"Mackie, Andrew",31y 1d,231 (175-0-56 75.76%),94 (0.41),←,
32,"Motlop, Steven",24y 149d,84 (56-0-28 66.67%),113 (1.35),←,
21,"Murdoch, Jordan",23y 138d,57 (40-0-17 70.18%),45 (0.79),←,
14,"Selwood, Joel",27y 74d,200 (156-0-44 78.00%),127 (0.63),←,
27,"Stokes, Mathew",30y 259d,187 (142-0-45 75.94%),202 (1.08),←,
7,"Taylor, Harry",29y 57d,176 (134-0-42 76.14%),40 (0.23),←,
40,"Thurlow, Jackson",21y 133d,25 (15-0-10 60.00%),6 (0.24),←,
34,"Walker, Josh",22y 269d,29 (18-0-11 62.07%),31 (1.07),←,
Totals,Totals,25y 163d,2577 (1832-6-739 71.09%),1603 (0.62),,
C,"Scott, Chris",39y 97d,114 (83-0-31 72.81%),,←,
