St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",27y 264d,121 (71-1-49 59.09%),95 (0.79),38 (13-1-24 35.53%),21 (0.55)
14,"Bardsley, Kristian",22y 221d,24 (8-1-15 35.42%),17 (0.71),19 (6-1-12 34.21%),13 (0.68)
21,"Bourke, Darren",25y 28d,26 (10-0-16 38.46%),9 (0.35),←,
42,"Coghlan, Glen",20y 267d,2 (0-0-2 0.00%),,←,
1,"Devonport, Craig",25y 85d,87 (41-0-46 47.13%),77 (0.89),←,
10,"Everitt, Peter",20y 354d,35 (13-1-21 38.57%),32 (0.91),←,
36,"Fode, Gordon",23y 260d,49 (19-0-30 38.78%),31 (0.63),←,
25,"Hollow, Chris",23y 152d,24 (11-0-13 45.83%),5 (0.21),←,
29,"Jones, Austinn",18y 206d,4 (0-0-4 0.00%),3 (0.75),←,
40,"Kennedy, Mark",22y 333d,1 (0-0-1 0.00%),,←,
37,"Kitchen, Joshua",19y 342d,2 (0-0-2 0.00%),1 (0.50),←,
24,"Nugent, Glenn",23y 165d,26 (14-0-12 53.85%),11 (0.42),2 (0-0-2 0.00%),
8,"Peckett, Justin",22y 199d,42 (17-1-24 41.67%),1 (0.02),←,
41,"Pekin, Tim",30y 90d,209 (101-2-106 48.80%),51 (0.24),102 (52-2-48 51.96%),36 (0.35)
31,"Shanahan, Jamie",27y 137d,61 (29-1-31 48.36%),,←,
13,"Sierakowski, David",20y 114d,7 (0-1-6 7.14%),2 (0.29),←,
4,"Smith, Joel",17y 354d,2 (0-0-2 0.00%),,←,
19,"Sziller, Steven",22y 128d,4 (0-0-4 0.00%),,←,
30,"Thornborrow, Wayne",22y 116d,11 (5-0-6 45.45%),10 (0.91),←,
15,"Wakelin, Darryl",20y 254d,4 (0-0-4 0.00%),,←,
7,"Winmar, Nicky",29y 209d,157 (68-1-88 43.63%),211 (1.34),←,
Totals,Totals,23y 82d,898 (407-9-482 45.32%),556 (0.62),,
C,"Alves, Stan",48y 335d,26 (7-1-18 28.85%),,←,
