Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 146d,197 (124-0-73 62.94%),110 (0.56),←,
12,"Blakey, John",35y 24d,344 (185-0-159 53.78%),107 (0.31),209 (133-0-76 63.64%),69 (0.33)
22,"Burton, Matthew",31y 90d,112 (44-0-68 39.29%),48 (0.43),42 (22-0-20 52.38%),16 (0.38)
18,"Carey, Wayne",30y 82d,243 (152-0-91 62.55%),668 (2.75),←,
23,"Clayton, Shane",22y 297d,85 (45-0-40 52.94%),32 (0.38),67 (43-0-24 64.18%),31 (0.46)
45,"Cochrane, Stuart",23y 28d,32 (15-0-17 46.88%),6 (0.19),←,
6,"Grant, Shannon",24y 120d,151 (93-1-57 61.92%),173 (1.15),93 (61-0-32 65.59%),135 (1.45)
29,"Harvey, Brent",23y 95d,107 (70-0-37 65.42%),118 (1.10),←,
21,"Jones, Corey",20y 172d,11 (5-0-6 45.45%),4 (0.36),←,
34,"King, David",29y 163d,174 (114-0-60 65.52%),88 (0.51),←,
35,"Makepeace, Troy",22y 164d,37 (20-0-17 54.05%),11 (0.30),←,
5,"McCartney, Jason",27y 156d,165 (92-0-73 55.76%),54 (0.33),90 (58-0-32 64.44%),6 (0.07)
31,"McKernan, Corey",27y 241d,180 (119-0-61 66.11%),232 (1.29),←,
8,"McLaren, Joe",23y 249d,67 (26-1-40 39.55%),37 (0.55),10 (5-0-5 50.00%),4 (0.40)
44,"Motlop, Shannon",22y 364d,40 (25-0-15 62.50%),24 (0.60),←,
20,"Petrie, Drew",18y 306d,7 (3-0-4 42.86%),,←,
28,"Pickett, Byron",24y 6d,96 (62-0-34 64.58%),38 (0.40),←,
3,"Rawlings, Brady",20y 68d,37 (25-0-12 67.57%),16 (0.43),←,
26,"Rocca, Saverio",27y 270d,175 (78-2-95 45.14%),559 (3.19),19 (8-0-11 42.11%),45 (2.37)
7,"Simpson, Adam",25y 182d,134 (90-0-44 67.16%),43 (0.32),←,
9,"Sinclair, Jess",22y 356d,66 (19-0-47 28.79%),35 (0.53),16 (6-0-10 37.50%),9 (0.56)
40,"Teague, David",20y 104d,8 (4-0-4 50.00%),1 (0.13),←,
Totals,Totals,25y 35d,2468 (1410-4-1054 57.13%),2404 (0.97),,
C,"Pagan, Denis",53y 327d,215 (138-0-77 64.19%),,←,
