St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
17,"Allen, Tim",21y 240d,16 (11-0-5 68.75%),11 (0.69),←,
30,"Bingham, Lawrence",23y 11d,6 (3-0-3 50.00%),,3 (2-0-1 66.67%),
18,"Bowey, Brett",23y 8d,54 (22-0-32 40.74%),61 (1.13),←,
3,"Burke, Nathan",22y 123d,107 (45-1-61 42.52%),30 (0.28),←,
15,"Coghlan, Frank",29y 221d,104 (39-1-64 37.98%),60 (0.58),←,
14,"Craven, Danny",25y 36d,27 (15-1-11 57.41%),9 (0.33),←,
8,"Devonport, Craig",22y 133d,46 (22-0-24 47.83%),48 (1.04),←,
10,"Flanigan, Darren",30y 92d,134 (66-0-68 49.25%),51 (0.38),4 (2-0-2 50.00%),1 (0.25)
16,"Fletcher, Adrian",22y 242d,33 (18-0-15 54.55%),14 (0.42),10 (6-0-4 60.00%),4 (0.40)
2,"Frawley, Danny",28y 274d,175 (56-1-118 32.29%),12 (0.07),←,
27,"Greig, Dean",23y 221d,15 (10-0-5 66.67%),2 (0.13),←,
35,"Harvey, Robert",20y 292d,68 (33-1-34 49.26%),49 (0.72),←,
52,"Kickett, Dale",24y 35d,26 (10-0-16 38.46%),23 (0.88),9 (6-0-3 66.67%),10 (1.11)
23,"Loewe, Stewart",24y 16d,129 (51-1-77 39.92%),172 (1.33),←,
5,"McAdam, Gilbert",25y 70d,25 (15-1-9 62.00%),28 (1.12),←,
12,"Morris, Russell",30y 7d,126 (92-2-32 73.81%),68 (0.54),33 (21-1-11 65.15%),16 (0.48)
1,"Newport, Stephen",26y 216d,132 (74-1-57 56.44%),64 (0.48),31 (20-1-10 66.13%),6 (0.19)
41,"Pekin, Tim",27y 138d,162 (79-1-82 49.07%),39 (0.24),55 (30-1-24 55.45%),24 (0.44)
31,"Shanahan, Jamie",24y 185d,9 (6-0-3 66.67%),,←,
7,"Winmar, Nicky",26y 257d,108 (46-0-62 42.59%),179 (1.66),←,
Totals,Totals,25y 31d,1502 (713-11-778 47.47%),920 (0.61),,
C,"Sheldon, Ken",32y 160d,56 (30-1-25 54.46%),,←,
