Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bandy, Daniel",7,6,7,14,1,1.0,14.0,1.0,1.0,1.0,,4.0,,2.0,,2.0,12.0,1.0,1.0,3.0,,,
32,"Bond, Chris",12,2,3,15,,,,2.0,1.0,4.0,2.0,2.0,2.0,1.0,,7.0,7.0,,,2.0,,,
31,"Clement, James",12,7,5,17,,1.0,,,5.0,3.0,,1.0,2.0,3.0,,7.0,10.0,1.0,,2.0,,,
30,"Delaney, Tony",1,,,1,,,,1.0,,,,,,,,,1.0,,,3.0,,,
2,"Fletcher, Adrian",7,4,15,22,,,1.0,1.0,,1.0,10.0,3.0,,2.0,,16.0,8.0,1.0,,2.0,,,
35,"Gale, Mark",2,1,1,3,,,,,,,,,,,,1.0,1.0,,,,,,
3,"Harding, Greg",9,4,5,14,,,,2.0,3.0,1.0,1.0,1.0,,1.0,,6.0,9.0,1.0,,1.0,,,
17,"Holland, Brodie",8,2,2,10,1,,,1.0,,3.0,1.0,3.0,2.0,1.0,,5.0,8.0,,1.0,2.0,,,
11,"Kickett, Dale",10,1,5,15,,,,1.0,,2.0,1.0,,1.0,3.0,,3.0,10.0,,,,,,
8,"McManus, Shaun",20,8,5,25,,,,5.0,2.0,4.0,3.0,7.0,1.0,2.0,,6.0,17.0,,,2.0,,,
16,"Michael, Clem",4,2,4,8,,,19.0,3.0,,2.0,4.0,,,,,5.0,3.0,,,1.0,,,
6,"Modra, Tony",8,6,1,9,6,1.0,,2.0,,,,,,1.0,,4.0,4.0,3.0,6.0,1.0,,,
25,"Norrish, Jason",11,3,4,15,,1.0,,1.0,,6.0,2.0,3.0,1.0,3.0,,6.0,9.0,,,1.0,,,
10,"OReilly, Stephen",9,4,,9,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,4.0,4.0,1.0,,1.0,,,
23,"Parker, Shane",8,3,6,14,,,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,,5.0,9.0,,,,,,
36,"Prescott, Ashley",13,5,7,20,,,,2.0,1.0,5.0,3.0,2.0,,,,7.0,13.0,,,,,,
33,"Shipp, Andrew",7,4,5,12,,1.0,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,8.0,4.0,2.0,1.0,,,,
15,"Sinclair, Jess",13,3,3,16,,3.0,,2.0,,1.0,1.0,,1.0,,,5.0,10.0,,1.0,,1.0,,
13,"Taylor, Garth",2,1,1,3,,,,1.0,,,,,,,,1.0,2.0,,,,,,
1,"Toia, Luke",3,1,10,13,,,,3.0,,1.0,3.0,1.0,2.0,3.0,,8.0,7.0,,,4.0,,,
26,"Waterhouse, Clive",5,3,4,9,,2.0,,,,2.0,1.0,1.0,,1.0,,5.0,5.0,1.0,1.0,,,,
29,"Wira, Brad",12,5,4,16,,,,,5.0,1.0,,1.0,2.0,3.0,,9.0,7.0,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,75,97,280,8,11.0,34.0,33.0,24.0,41.0,36.0,33.0,18.0,29.0,,120.0,160.0,12.0,11.0,25.0,1.0,,
Opposition,Opposition,193,49,81,274,14,15.0,39.0,30.0,27.0,48.0,47.0,23.0,29.0,18.0,6.0,137.0,129.0,14.0,11.0,32.0,2.0,,
