Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",23y 80d,63 (33-0-30 52.38%),22 (0.35),←,
21,"Bradley, Craig",34y 206d,274 (166-2-106 60.95%),198 (0.72),←,
16,"Camporeale, Scott",22y 279d,67 (42-0-25 62.69%),48 (0.72),←,
6,"Clape, Matt",28y 354d,85 (58-0-27 68.24%),62 (0.73),56 (37-0-19 66.07%),48 (0.86)
34,"De Iulio, Ron",26y 32d,77 (44-0-33 57.14%),56 (0.73),←,
45,"Franchina, Anthony",20y 218d,6 (1-0-5 16.67%),2 (0.33),←,
36,"Hamill, Aaron",20y 270d,31 (11-0-20 35.48%),21 (0.68),←,
27,"Hulme, Darren",20y 311d,16 (4-0-12 25.00%),2 (0.13),←,
43,"Koutoufides, Anthony",25y 119d,115 (68-1-46 59.57%),90 (0.78),←,
44,"Lang, Damian",22y 75d,7 (1-0-6 14.29%),4 (0.57),2 (0-0-2 0.00%),
17,"Lock, Damien",19y 228d,8 (1-0-7 12.50%),,←,
22,"Manton, Glenn",24y 350d,84 (49-0-35 58.33%),25 (0.30),63 (38-0-25 60.32%),21 (0.33)
3,"Massie, Kris",17y 352d,1 (0-0-1 0.00%),,←,
5,"McKay, Andrew",27y 307d,115 (72-1-42 63.04%),18 (0.16),←,
18,"Murphy, Justin",22y 23d,53 (30-0-23 56.60%),56 (1.06),41 (21-0-20 51.22%),47 (1.15)
19,"Pearce, Brad",26y 274d,60 (36-0-24 60.00%),120 (2.00),58 (36-0-22 62.07%),119 (2.05)
11,"Porter, Mark",21y 218d,12 (3-0-9 25.00%),4 (0.33),←,
7,"Ratten, Brett",26y 310d,150 (87-0-63 58.00%),37 (0.25),←,
23,"Rice, Dean",30y 61d,161 (71-1-89 44.41%),72 (0.45),45 (26-0-19 57.78%),29 (0.64)
14,"Sexton, Michael",27y 73d,156 (94-1-61 60.58%),16 (0.10),←,
1,"Silvagni, Stephen",30y 351d,235 (150-1-84 64.04%),156 (0.66),←,
8,"Whitnall, Lance",18y 267d,26 (10-0-16 38.46%),29 (1.12),←,
Totals,Totals,24y 200d,1802 (1031-7-764 57.21%),1038 (0.58),,
C,"Parkin, David",55y 247d,453 (267-2-184 59.16%),,290 (180-2-108 62.41%),
