Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",9,7,7,16,,,,1.0,2.0,3.0,,2.0,,2.0,,3.0,13.0,,,2.0,,,83.0
31,"Brander, Jarrod",9,6,1,10,1,1.0,,2.0,1.0,1.0,,2.0,,1.0,,3.0,7.0,1.0,1.0,1.0,,,91.0
5,"Bruhn, Tanner",6,4,10,16,1,,,5.0,,4.0,3.0,,2.0,,,6.0,10.0,,,1.0,2.0,,86.0
3,"Coniglio, Stephen",12,7,11,23,2,,,4.0,3.0,3.0,1.0,5.0,,3.0,,6.0,17.0,,2.0,1.0,2.0,,82.0
13,"Cumming, Isaac",18,10,8,26,,,,1.0,6.0,2.0,,,1.0,,,6.0,18.0,1.0,,2.0,1.0,,86.0
1,"Davis, Phil",6,4,2,8,,,,3.0,1.0,1.0,,2.0,1.0,2.0,,5.0,4.0,1.0,,4.0,,,45.0
24 ↑,"de Boer, Matt",8,2,2,10,,1.0,,3.0,,3.0,,,2.0,,,3.0,7.0,,,2.0,,,64.0
30,"Flynn, Matt",4,4,3,7,,,14.0,,,2.0,,3.0,1.0,2.0,,2.0,5.0,1.0,,2.0,,,77.0
12,"Green, Tom",15,6,19,34,,1.0,1.0,1.0,3.0,5.0,6.0,5.0,1.0,2.0,,15.0,19.0,,2.0,2.0,,,74.0
19,"Haynes, Nick",12,11,10,22,,,,2.0,1.0,,,4.0,,2.0,,3.0,21.0,,,4.0,,,79.0
37,"Hill, Bobby",7,1,1,8,,2.0,,3.0,,3.0,,3.0,,2.0,,3.0,6.0,,,2.0,,,67.0
27,"Himmelberg, Harry",8,3,4,12,2,1.0,1.0,1.0,,3.0,,3.0,,2.0,,4.0,9.0,1.0,3.0,3.0,1.0,1.0,94.0
23,"Hogan, Jesse",7,6,3,10,,,,,,3.0,,2.0,,,,3.0,7.0,1.0,,,,3.0,81.0
39,"Idun, Connor",9,5,12,21,,,,2.0,2.0,,,3.0,,2.0,,4.0,17.0,,,5.0,1.0,,85.0
22,"Kelly, Josh",15,7,11,26,2,1.0,,2.0,1.0,6.0,3.0,4.0,1.0,2.0,,11.0,16.0,,1.0,1.0,,1.0,87.0
38 ↓,"Lloyd, Daniel",4,2,,4,,1.0,,,,1.0,,,,,,,4.0,,,,1.0,,16.0
33,"OHalloran, Xavier",11,2,4,15,,,,3.0,3.0,4.0,,1.0,,,,2.0,13.0,,,5.0,,,85.0
36,"Perryman, Harry",15,6,11,26,,,,4.0,3.0,,2.0,4.0,1.0,3.0,,6.0,16.0,,,,,,77.0
26,"Riccardi, Jake",10,9,4,14,,2.0,3.0,,,2.0,,5.0,,1.0,,,14.0,,3.0,,,,86.0
14,"Taranto, Tim",14,6,13,27,2,,,1.0,1.0,4.0,2.0,3.0,2.0,,1.0,5.0,22.0,,,,,,86.0
15,"Taylor, Sam",12,6,6,18,,,,2.0,3.0,1.0,,1.0,3.0,,,9.0,9.0,1.0,,11.0,,,95.0
8,"Ward, Callan",12,7,16,28,,,,,1.0,3.0,4.0,4.0,,,,11.0,18.0,1.0,,1.0,2.0,1.0,82.0
6,"Whitfield, Lachie",13,6,10,23,,,,2.0,3.0,1.0,3.0,4.0,3.0,,,5.0,15.0,1.0,,3.0,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,127,168,404,10,13.0,19.0,42.0,34.0,55.0,24.0,60.0,18.0,26.0,1.0,115.0,287.0,9.0,12.0,52.0,10.0,6.0,
Opposition,Opposition,208,91,131,339,16,13.0,32.0,38.0,45.0,53.0,30.0,48.0,26.0,18.0,5.0,133.0,203.0,11.0,10.0,51.0,11.0,9.0,
