St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",10,7,6,16,,,,1.0,5.0,2.0,1.0,4.0,1.0,1.0,,4.0,12.0,1.0,,5.0,,,91.0
15 ↑,"Billings, Jack",7,2,5,12,,2.0,,2.0,1.0,3.0,1.0,2.0,1.0,,,3.0,9.0,,1.0,2.0,,1.0,66.0
16,"Butler, Dan",6,,2,8,,,,2.0,,2.0,1.0,3.0,,1.0,,4.0,4.0,,,,,,77.0
23,"Bytel, Jack",7,5,5,12,,,,,,1.0,2.0,3.0,,1.0,,3.0,9.0,,,,,,66.0
47,"Caminiti, Anthony",7,3,6,13,1,1.0,2.0,6.0,,2.0,2.0,2.0,1.0,,,8.0,5.0,1.0,1.0,,,,96.0
11,"Clark, Hunter",9,3,5,14,,,,2.0,,4.0,2.0,5.0,1.0,2.0,,6.0,8.0,,,,,,60.0
5,"Crouch, Brad",9,3,17,26,,1.0,,8.0,,5.0,6.0,6.0,,2.0,,9.0,17.0,,1.0,2.0,,1.0,80.0
4,"Gresham, Jade",2,,9,11,,,,5.0,,1.0,2.0,2.0,1.0,1.0,,6.0,5.0,,,1.0,,,71.0
22,"Higgins, Jack",8,1,5,13,2,2.0,,3.0,,1.0,,1.0,3.0,,,7.0,7.0,,,1.0,,,70.0
8 ↓,"Hill, Bradley",3,2,1,4,,,,1.0,1.0,1.0,,,,,,,3.0,,,1.0,,,6.0
20,"Howard, Dougal",4,4,3,7,,,,2.0,1.0,,,1.0,,1.0,,1.0,6.0,,,6.0,,,100.0
3,"Jones, Zak",11,3,6,17,,2.0,,5.0,1.0,2.0,3.0,3.0,1.0,1.0,,2.0,15.0,,,,,,75.0
19,"Marshall, Rowan",12,6,7,19,1,1.0,22.0,6.0,,2.0,3.0,1.0,2.0,,1.0,10.0,9.0,3.0,2.0,2.0,,,90.0
10,"Owens, Mitch",9,6,8,17,2,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,,7.0,9.0,,2.0,2.0,,1.0,89.0
25,"Phillipou, Mattaes",9,2,6,15,,,,5.0,1.0,3.0,2.0,2.0,2.0,,,9.0,6.0,,,,,,77.0
43,"Sharman, Cooper",7,4,6,13,1,,,2.0,,1.0,1.0,2.0,1.0,,,5.0,8.0,1.0,1.0,2.0,,,82.0
35,"Sinclair, Jack",21,6,8,29,1,,,2.0,6.0,3.0,3.0,3.0,1.0,,,11.0,16.0,,1.0,1.0,,1.0,78.0
9,"Steele, Jack",18,9,15,33,1,,,4.0,5.0,6.0,7.0,3.0,3.0,1.0,2.0,17.0,18.0,,2.0,3.0,,1.0,87.0
7,"Wanganeen-Milera, Nasiah",16,6,7,23,,,,3.0,4.0,3.0,1.0,1.0,,1.0,,3.0,17.0,,,,3.0,,83.0
29,"Webster, Jimmy",9,4,8,17,,,,4.0,1.0,2.0,1.0,,1.0,,,8.0,10.0,,,3.0,,,78.0
44,"Wilkie, Callum",11,6,10,21,,,,5.0,3.0,,,3.0,,1.0,,6.0,14.0,,,6.0,,,100.0
17,"Windhager, Marcus",17,9,13,30,,1.0,,2.0,2.0,2.0,,3.0,1.0,,,8.0,21.0,,,1.0,,,87.0
32,"Wood, Mason",16,9,9,25,,1.0,,3.0,1.0,3.0,2.0,4.0,2.0,2.0,,10.0,15.0,1.0,2.0,5.0,,1.0,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,228,100,167,395,9,15.0,25.0,75.0,34.0,50.0,42.0,57.0,24.0,16.0,3.0,147.0,243.0,7.0,13.0,43.0,3.0,6.0,
Opposition,Opposition,188,96,130,318,9,7.0,63.0,88.0,38.0,45.0,33.0,51.0,16.0,24.0,3.0,125.0,186.0,14.0,8.0,35.0,6.0,8.0,
