Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
33,"Barlow, Kris",29y 258d,76 (39-0-37 51.32%),64 (0.84),←,
10,"Bateman, Chance",21y 282d,19 (10-0-9 52.63%),4 (0.21),←,
30,"Brown, Campbell",19y 214d,13 (6-0-7 46.15%),13 (1.00),←,
35,"Cox, Adrian",22y 203d,32 (16-0-16 50.00%),18 (0.56),←,
24,"Cox, Simon",26y 64d,80 (38-0-42 47.50%),39 (0.49),22 (11-0-11 50.00%),15 (0.68)
9,"Crawford, Shane",28y 202d,201 (101-2-98 50.75%),165 (0.82),←,
19,"Dixon, Ben",25y 289d,115 (62-1-52 54.35%),165 (1.43),←,
1,"Everitt, Peter",28y 331d,181 (73-2-106 40.88%),303 (1.67),1 (0-0-1 0.00%),3 (3.00)
34,"Graham, Mark",30y 17d,187 (87-2-98 47.06%),55 (0.29),←,
3,"Hay, Jonathan",23y 229d,104 (50-1-53 48.56%),11 (0.11),←,
15,"Hodge, Luke",18y 288d,16 (9-0-7 56.25%),10 (0.63),←,
37,"Lekkas, Angelo",26y 274d,129 (58-1-70 45.35%),62 (0.48),←,
26,"Loats, David",22y 45d,4 (1-0-3 25.00%),1 (0.25),←,
12,"Lonie, Nathan",20y 26d,21 (7-0-14 33.33%),11 (0.52),←,
7,"McCabe, Luke",26y 232d,130 (62-1-67 48.08%),12 (0.09),←,
28,"Mitchell, Sam",20y 169d,10 (5-0-5 50.00%),1 (0.10),←,
13,"Picioane, Lance",22y 296d,41 (21-0-20 51.22%),13 (0.32),37 (20-0-17 54.05%),11 (0.30)
20,"Rawlings, Jade",25y 172d,95 (47-0-48 49.47%),31 (0.33),←,
16,"Ries, Nick",20y 259d,19 (10-0-9 52.63%),5 (0.26),←,
11,"Smith, Joel",25y 331d,122 (62-1-59 51.23%),71 (0.58),64 (33-1-30 52.34%),20 (0.31)
4,"Tallis, Rayden",27y 294d,139 (66-0-73 47.48%),18 (0.13),←,
6,"Williams, Mark",19y 351d,4 (1-0-3 25.00%),1 (0.25),←,
Totals,Totals,24y 103d,1738 (831-11-896 47.81%),1073 (0.62),,
C,"Schwab, Peter",42y 189d,71 (38-0-33 53.52%),,←,
