Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",24y 201d,130 (38-1-91 29.62%),77 (0.59),←,
17,"Bartlett, Trent",19y 139d,11 (6-0-5 54.55%),1 (0.09),←,
25,"Bews, Andrew",31y 269d,247 (127-1-119 51.62%),134 (0.54),40 (17-0-23 42.50%),2 (0.05)
1,"Champion, Richard",27y 365d,97 (29-1-67 30.41%),34 (0.35),←,
5,"Chapman, Nathan",20y 342d,44 (12-0-32 27.27%),12 (0.27),←,
16,"Clarke, Matthew",22y 208d,47 (21-0-26 44.68%),4 (0.09),←,
14,"Dickfos, Danny",25y 196d,3 (2-0-1 66.67%),,←,
6,"Fletcher, Adrian",26y 186d,110 (49-0-61 44.55%),58 (0.53),65 (24-0-41 36.92%),38 (0.58)
8,"Gowers, Andrew",27y 2d,110 (68-0-42 61.82%),55 (0.50),21 (9-0-12 42.86%),1 (0.05)
32,"Hart, Shaun",24y 332d,85 (24-1-60 28.82%),63 (0.74),←,
41,"Kennedy, Matthew",26y 69d,92 (25-0-67 27.17%),22 (0.24),←,
18,"Lambert, Craig",27y 191d,155 (46-0-109 29.68%),64 (0.41),32 (13-0-19 40.63%),11 (0.34)
44,"Lappin, Nigel",19y 297d,39 (17-0-22 43.59%),26 (0.67),←,
23,"Leppitsch, Justin",20y 195d,27 (10-0-17 37.04%),17 (0.63),←,
11,"Lynch, Alastair",27y 299d,137 (52-0-85 37.96%),219 (1.60),17 (8-0-9 47.06%),46 (2.71)
42,"Lynch, Tristan",22y 235d,2 (1-0-1 50.00%),,←,
2,"McAdam, Gilbert",29y 14d,95 (50-1-44 53.16%),82 (0.86),42 (20-0-22 47.62%),34 (0.81)
22,"Scott, Chris",19y 346d,36 (15-0-21 41.67%),17 (0.47),←,
38,"Scott, Dion",26y 12d,45 (18-0-27 40.00%),31 (0.69),39 (17-0-22 43.59%),31 (0.79)
3,"Voss, Michael",20y 281d,58 (23-0-35 39.66%),51 (0.88),←,
33,"White, Darryl",22y 306d,71 (25-1-45 35.92%),77 (1.08),←,
Totals,Totals,24y 179d,1641 (658-6-977 40.10%),1044 (0.64),,
C,"Northey, John",52y 289d,259 (130-2-127 50.58%),,3 (2-0-1 66.67%),
