West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
26,"Ball, Jason",26y 246d,100 (62-0-38 62.00%),114 (1.14),←,
6,"Banfield, Drew",25y 148d,138 (86-0-52 62.32%),52 (0.38),←,
45,"Bellotti, Laurie",23y 147d,15 (9-0-6 60.00%),1 (0.07),←,
10,"Braun, Michael",21y 123d,44 (24-0-20 54.55%),17 (0.39),←,
9,"Cousins, Ben",21y 25d,76 (48-0-28 63.16%),85 (1.12),←,
14,"Cummings, Scott",25y 188d,94 (51-4-39 56.38%),252 (2.68),17 (11-0-6 64.71%),67 (3.94)
23,"Fewster, Brendon",25y 202d,30 (15-0-15 50.00%),27 (0.90),←,
25,"Holmes, Todd",20y 11d,6 (0-0-6 0.00%),,←,
27,"Jakovich, Glen",26y 123d,176 (109-1-66 62.22%),28 (0.16),←,
31,"Jones, Rowan",19y 248d,17 (11-0-6 64.71%),8 (0.47),←,
2,"Kemp, Dean",30y 158d,208 (135-2-71 65.38%),110 (0.53),←,
3,"Mainwaring, Chris",33y 210d,201 (124-2-75 62.19%),84 (0.42),←,
30,"Matera, Peter",30y 113d,196 (130-1-65 66.58%),181 (0.92),←,
33,"Matera, Phillip",23y 240d,55 (30-0-25 54.55%),89 (1.62),←,
11,"McIntosh, Ashley",26y 278d,170 (112-0-58 65.88%),93 (0.55),←,
8,"Metropolis, Daniel",27y 130d,80 (48-0-32 60.00%),40 (0.50),←,
5,"Morrison, Chad",21y 118d,80 (47-0-33 58.75%),63 (0.79),←,
36,"Read, Phillip",19y 278d,37 (20-0-17 54.05%),17 (0.46),←,
42,"Rintoul, Chad",24y 359d,40 (24-0-16 60.00%),21 (0.52),17 (11-0-6 64.71%),5 (0.29)
22,"Stone, Nicholas",26y 309d,29 (17-0-12 58.62%),4 (0.14),←,
12,"White, Mitchell",26y 119d,132 (84-1-47 64.02%),82 (0.62),←,
44,"Wirrpanda, David",19y 356d,29 (19-0-10 65.52%),9 (0.31),←,
Totals,Totals,24y 304d,1953 (1205-11-737 61.70%),1377 (0.71),,
C,"Malthouse, Mick",45y 342d,371 (221-4-146 60.11%),,236 (154-2-80 65.68%),
