Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",24y 240d,87 (34-0-53 39.08%),23 (0.26),5 (1-0-4 20.00%),
34,"Bewley, Brett",25y 82d,12 (5-0-7 41.67%),3 (0.25),←,
8,"Brayshaw, Andrew",20y 240d,44 (16-0-28 36.36%),12 (0.27),←,
5,"Cerra, Adam",20y 272d,46 (17-0-29 36.96%),9 (0.20),←,
6,"Conca, Reece",27y 328d,131 (68-1-62 52.29%),25 (0.19),27 (10-0-17 37.04%),2 (0.07)
4,"Darcy, Sean",22y 23d,29 (8-0-21 27.59%),7 (0.24),←,
44,"Duman, Taylin",22y 78d,27 (11-0-16 40.74%),1 (0.04),←,
32,"Hill, Stephen",30y 65d,208 (106-0-102 50.96%),112 (0.54),←,
1,"Hogan, Jesse",25y 144d,86 (39-0-47 45.35%),165 (1.92),15 (7-0-8 46.67%),13 (0.87)
15,"Hughes, Ethan",25y 211d,55 (19-0-36 34.55%),4 (0.07),←,
37,"Lobb, Rory",27y 147d,94 (50-2-42 54.26%),81 (0.86),20 (8-0-12 40.00%),17 (0.85)
2,"Logue, Griffin",22y 83d,28 (9-0-19 32.14%),1 (0.04),←,
16,"Mundy, David",34y 351d,320 (161-1-158 50.47%),137 (0.43),←,
13,"Ryan, Luke",24y 150d,54 (19-0-35 35.19%),3 (0.06),←,
28,"Schultz, Lachie",22y 218d,12 (3-0-9 25.00%),6 (0.50),←,
22,"Serong, Caleb",19y 147d,2 (1-0-1 50.00%),,←,
27,"Sturt, Sam",20y 54d,3 (1-0-2 33.33%),4 (1.33),←,
20,"Taberner, Matthew",27y 18d,76 (34-0-42 44.74%),82 (1.08),←,
18,"Tucker, Darcy",23y 164d,75 (23-0-52 30.67%),32 (0.43),←,
10,"Walters, Michael",29y 180d,156 (76-1-79 49.04%),269 (1.72),←,
14,"Wilson, Nathan",27y 180d,119 (56-2-61 47.90%),17 (0.14),42 (16-0-26 38.10%),1 (0.02)
26,"Young, Hayden",19y 85d,4 (1-0-3 25.00%),,←,
Totals,Totals,24y 240d,1668 (757-7-904 45.38%),993 (0.60),,
C,"Longmuir, Justin",39y 166d,5 (1-0-4 20.00%),,←,
