West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",8,1,4,12,1,,4.0,,5.0,,1.0,,1.0,2.0,,,,,,,,,
6,"Banfield, Drew",12,5,11,23,1,1.0,,,3.0,4.0,7.0,2.0,,3.0,,,,,,,,,
10,"Braun, Michael",14,2,2,16,2,,,4.0,,7.0,5.0,,,,,,,,,,,,
9,"Cousins, Ben",15,3,9,24,,,,2.0,1.0,8.0,6.0,1.0,1.0,,,,,,,,,,
29,"Donnelly, Andrew",6,3,5,11,,,,2.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,
19,"Gardiner, Michael",7,7,8,15,1,,32.0,1.0,,4.0,4.0,2.0,,1.0,1.0,,,,,,,,
7,"Gehrig, Fraser",8,6,5,13,5,,1.0,,,2.0,1.0,3.0,,1.0,,,,,,,,,
1,"Heady, Brett",8,2,5,13,3,,,2.0,,1.0,2.0,1.0,,,,,,,,,,,
30,"Matera, Peter",13,3,2,15,,,,,5.0,,1.0,,,,,,,,,,,,
33,"Matera, Phillip",16,8,4,20,,3.0,,3.0,,4.0,1.0,,3.0,1.0,,,,,,,,,
11,"McIntosh, Ashley",6,3,3,9,,,,2.0,1.0,,,1.0,1.0,,3.0,,,,,,,,
17,"McKenna, Guy",,,1,1,,,,1.0,,,,,,,,,,,,,,,
8,"Metropolis, Daniel",9,1,3,12,,,,3.0,4.0,,1.0,,3.0,1.0,,,,,,,,,
42,"Morrison, Chad",12,5,7,19,1,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,
36,"Read, Phillip",8,,2,10,1,,,4.0,1.0,3.0,,,2.0,1.0,,,,,,,,,
21,"Schofield, Jarrad",1,,,1,,,,1.0,,,,,,,,,,,,,,,
22,"Stone, Nicholas",2,1,1,3,,,,3.0,1.0,2.0,,,1.0,,,,,,,,,,
16,"Symmons, Paul",10,2,2,12,1,,,2.0,3.0,3.0,2.0,,,,,,,,,,,,
50,"Turnbull, Ryan",,1,1,1,,,1.0,,,,,,,2.0,,,,,,,,,
39,"Waterman, Chris",21,7,4,25,,1.0,,5.0,2.0,7.0,4.0,,1.0,,,,,,,,,,
12,"White, Mitchell",8,4,5,13,2,,,1.0,,4.0,1.0,,1.0,1.0,,,,,,,,,
24,"Worsfold, John",5,4,3,8,1,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,68,87,276,19,9.0,39.0,39.0,27.0,54.0,38.0,15.0,16.0,15.0,4.0,,,,,,,,
Opposition,Opposition,211,65,121,332,17,6.0,49.0,31.0,31.0,53.0,48.0,14.0,15.0,16.0,2.0,,,,,,,,
