Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
31,"Brander, Jarrod",23y 100d,25 (11-0-14 44.00%),8 (0.32),3 (1-0-2 33.33%),3 (1.00)
5,"Bruhn, Tanner",19y 360d,20 (8-0-12 40.00%),7 (0.35),←,
3,"Coniglio, Stephen",28y 158d,166 (75-1-90 45.48%),91 (0.55),←,
13,"Cumming, Isaac",23y 284d,43 (20-1-22 47.67%),1 (0.02),←,
24,"de Boer, Matt",32y 73d,221 (124-5-92 57.24%),82 (0.37),83 (46-4-33 57.83%),34 (0.41)
30,"Flynn, Matt",24y 251d,19 (5-1-13 28.95%),8 (0.42),←,
4,"Greene, Toby",28y 239d,181 (83-2-96 46.41%),239 (1.32),←,
12,"Green, Tom",21y 119d,34 (15-1-18 45.59%),16 (0.47),←,
37,"Hill, Bobby",22y 102d,40 (17-1-22 43.75%),33 (0.82),←,
27,"Himmelberg, Harry",26y 14d,115 (65-2-48 57.39%),145 (1.26),←,
23,"Hogan, Jesse",27y 99d,106 (49-0-57 46.23%),201 (1.90),16 (8-0-8 50.00%),31 (1.94)
39,"Idun, Connor",21y 297d,36 (16-1-19 45.83%),,←,
22,"Kelly, Josh",27y 99d,165 (88-3-74 54.24%),102 (0.62),←,
40,"Kennedy, Adam",29y 314d,138 (56-1-81 40.94%),14 (0.10),←,
33,"OHalloran, Xavier",21y 315d,25 (12-1-12 50.00%),6 (0.24),←,
20,"Peatling, James",21y 274d,7 (4-0-3 57.14%),3 (0.43),←,
36,"Perryman, Harry",23y 154d,80 (39-1-40 49.38%),21 (0.26),←,
26,"Riccardi, Jake",22y 196d,20 (9-0-11 45.00%),14 (0.70),←,
28,"Sproule, Zach",24y 10d,12 (7-0-5 58.33%),13 (1.08),←,
42,"Stein, Jake",28y 125d,16 (9-1-6 59.38%),,←,
15,"Taylor, Sam",23y 17d,63 (36-0-27 57.14%),1 (0.02),←,
8,"Ward, Callan",32y 42d,258 (115-4-139 45.35%),129 (0.50),198 (83-4-111 42.93%),96 (0.48)
10,"Wehr, Jacob",23y 321d,1 (1-0-0 100.00%),1 (1.00),←,
Totals,Totals,25y 45d,1791 (864-26-901 48.24%),1135 (0.63),,
C,"McVeigh, Mark",41y 116d,1 (1-0-0 100.00%),,←,
