Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 15d,291 (169-0-122 58.08%),139 (0.48),←,
16,"Brown, Leigh",25y 44d,152 (59-1-92 39.14%),57 (0.38),89 (40-1-48 45.51%),37 (0.42)
27,"Edwards, Aaron",23y 37d,5 (4-0-1 80.00%),3 (0.60),1 (0-0-1 0.00%),1 (1.00)
24,"Firrito, Michael",23y 132d,60 (29-0-31 48.33%),12 (0.20),←,
6,"Grant, Shannon",29y 354d,257 (142-2-113 55.64%),295 (1.15),199 (110-1-88 55.53%),257 (1.29)
31,"Hale, David",22y 321d,61 (24-0-37 39.34%),32 (0.52),←,
26,"Hansen, Lachlan",18y 234d,2 (0-0-2 0.00%),,←,
4,"Harris, Daniel",24y 333d,93 (43-1-49 46.77%),28 (0.30),←,
29,"Harvey, Brent",28y 329d,218 (120-1-97 55.28%),253 (1.16),←,
21,"Jones, Corey",26y 41d,105 (46-0-59 43.81%),125 (1.19),←,
1,"McIntosh, Hamish",22y 216d,20 (5-0-15 25.00%),8 (0.40),←,
20,"Petrie, Drew",24y 175d,108 (49-1-58 45.83%),73 (0.68),←,
30,"Pratt, Daniel",24y 18d,40 (18-0-22 45.00%),4 (0.10),37 (17-0-20 45.95%),3 (0.08)
3,"Rawlings, Brady",25y 302d,135 (67-0-68 49.63%),52 (0.39),←,
28,"Riggio, Matt",19y 25d,2 (0-0-2 0.00%),,←,
7,"Simpson, Adam",31y 51d,244 (141-1-102 57.99%),71 (0.29),←,
9,"Sinclair, Jess",28y 225d,163 (61-1-101 37.73%),62 (0.38),113 (48-1-64 42.92%),36 (0.32)
19,"Swallow, Andrew",19y 310d,14 (3-0-11 21.43%),2 (0.14),←,
12,"Thomas, Lindsay",19y 39d,2 (0-0-2 0.00%),1 (0.50),←,
13,"Trotter, David",21y 35d,7 (2-0-5 28.57%),2 (0.29),←,
36,"Watt, Shannon",26y 133d,110 (53-1-56 48.64%),8 (0.07),←,
8,"Wells, Daniel",22y 64d,86 (40-1-45 47.09%),47 (0.55),←,
Totals,Totals,24y 222d,2175 (1075-10-1090 49.43%),1274 (0.59),,
C,"Laidley, Dani",40y 12d,91 (41-1-49 45.60%),,←,
