Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",16,6,14,30,,1.0,,8.0,3.0,6.0,5.0,4.0,2.0,3.0,,13.0,20.0,,,6.0,,,84.0
17,"Bruce, Josh",4,2,,4,3,1.0,,1.0,,,,1.0,,1.0,,1.0,3.0,,2.0,,,,89.0
18 ↑,"Butler, Louis",6,5,4,10,,,,2.0,,,1.0,2.0,,1.0,,1.0,9.0,,1.0,1.0,,,54.0
12,"Cordy, Zaine",15,8,1,16,,,,,8.0,,,2.0,2.0,1.0,,4.0,12.0,1.0,,8.0,,,100.0
9,"Crozier, Hayden",18,9,8,26,,,,3.0,3.0,2.0,,1.0,2.0,,,7.0,18.0,1.0,,3.0,1.0,,79.0
31,"Dale, Bailey",21,10,9,30,,,,1.0,3.0,3.0,2.0,4.0,,,,3.0,21.0,,,2.0,6.0,1.0,80.0
35,"Daniel, Caleb",15,3,11,26,1,,,1.0,2.0,2.0,2.0,5.0,1.0,1.0,,5.0,17.0,,,,1.0,,84.0
15,"Duryea, Taylor",9,3,6,15,,,,1.0,,3.0,,,,,,3.0,12.0,,,3.0,,,81.0
44,"English, Tim",9,9,6,15,2,,9.0,3.0,1.0,1.0,1.0,1.0,,1.0,,3.0,11.0,1.0,2.0,4.0,,,82.0
38 ↓,"Garcia, Riley",1,,1,2,,,,,,,,1.0,,,,1.0,1.0,,,,,,19.0
7,"Hunter, Lachie",16,4,11,27,,,,2.0,2.0,3.0,3.0,1.0,3.0,,,8.0,19.0,,1.0,4.0,,2.0,81.0
39,"Johannisen, Jason",4,3,4,8,,,,4.0,,3.0,,,,,,2.0,6.0,,,1.0,,1.0,78.0
42,"Keath, Alex",5,3,3,8,,,,4.0,,1.0,,2.0,1.0,1.0,,2.0,6.0,,,5.0,,,100.0
21,"Liberatore, Tom",11,4,5,16,,,,6.0,,6.0,4.0,4.0,2.0,1.0,,8.0,9.0,,1.0,,,,77.0
27,"Lipinski, Patrick",11,7,12,23,,,,4.0,2.0,1.0,4.0,3.0,1.0,,,8.0,17.0,,,4.0,,,79.0
11,"Macrae, Jack",20,7,16,36,,,,9.0,1.0,6.0,6.0,2.0,1.0,1.0,,11.0,25.0,,,1.0,,1.0,86.0
30,"McNeil, Lachlan",4,3,5,9,,1.0,,1.0,,1.0,,2.0,,1.0,,5.0,4.0,,1.0,3.0,,,87.0
33,"Naughton, Aaron",8,8,6,14,1,1.0,,,,3.0,,2.0,,2.0,,9.0,5.0,3.0,3.0,1.0,2.0,,86.0
6,"Smith, Bailey",16,2,11,27,,,,3.0,2.0,4.0,5.0,4.0,,1.0,,7.0,19.0,,,,,,78.0
37,"Smith, Roarke",9,4,11,20,,,,1.0,,3.0,2.0,1.0,,,,8.0,12.0,1.0,,5.0,,1.0,74.0
41,"Sweet, Jordon",1,1,2,3,,,17.0,1.0,1.0,,1.0,1.0,,,,2.0,1.0,,,3.0,,,67.0
19,"Weightman, Cody",5,2,5,10,1,1.0,,2.0,,3.0,,1.0,,,,4.0,6.0,,,,,,79.0
34,"Williams, Bailey",11,2,7,18,,,,,3.0,1.0,,2.0,1.0,,,3.0,14.0,,,4.0,2.0,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,105,158,393,8,11.0,26.0,57.0,31.0,52.0,36.0,46.0,16.0,15.0,,118.0,267.0,7.0,11.0,58.0,12.0,6.0,
Opposition,Opposition,211,96,128,339,13,9.0,38.0,46.0,44.0,46.0,27.0,57.0,15.0,16.0,6.0,136.0,194.0,16.0,16.0,45.0,4.0,10.0,
