Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Chick, Daniel",20y 189d,19 (9-1-9 50.00%),11 (0.58),←,
5,"Collins, Andrew",31y 114d,210 (133-1-76 63.57%),37 (0.18),←,
3,"Condon, Anthony",28y 255d,138 (94-0-44 68.12%),48 (0.35),←,
9,"Crawford, Shane",21y 343d,77 (39-1-37 51.30%),64 (0.83),←,
19,"Dunstall, Jason",32y 3d,245 (168-1-76 68.78%),1162 (4.74),←,
34,"Graham, Mark",23y 157d,62 (29-1-32 47.58%),10 (0.16),←,
15,"Harford, Daniel",19y 151d,30 (12-0-18 40.00%),12 (0.40),←,
22,"Hargreaves, Tim",21y 79d,41 (17-1-23 42.68%),57 (1.39),←,
2,"Holland, Nick",22y 19d,35 (13-1-21 38.57%),27 (0.77),←,
17,"Hudson, Paul",26y 28d,132 (78-0-54 59.09%),264 (2.00),←,
1,"Jencke, Ray",30y 145d,186 (119-1-66 64.25%),27 (0.15),←,
11,"Kappler, Darren",31y 207d,162 (53-1-108 33.02%),138 (0.85),16 (8-1-7 53.13%),13 (0.81)
14,"Krummel, Brendan",24y 54d,18 (10-0-8 55.56%),4 (0.22),8 (4-0-4 50.00%),1 (0.13)
24,"Langford, Chris",33y 228d,292 (201-2-89 69.18%),32 (0.11),←,
12,"Lawrence, Stephen",27y 117d,120 (71-0-49 59.17%),26 (0.22),←,
37,"Lekkas, Angelo",20y 49d,3 (1-0-2 33.33%),,←,
7,"McCabe, Luke",20y 7d,14 (7-0-7 50.00%),3 (0.21),←,
18,"Pritchard, Darrin",30y 149d,196 (130-1-65 66.58%),92 (0.47),←,
4,"Salmon, Paul",31y 210d,224 (129-3-92 58.26%),513 (2.29),15 (6-1-8 43.33%),4 (0.27)
6,"Taylor, Richard",23y 34d,30 (14-1-15 48.33%),12 (0.40),←,
30,"Woods, Tony",27y 46d,68 (29-1-38 43.38%),17 (0.25),37 (13-1-23 36.49%),7 (0.19)
Totals,Totals,26y 1d,2302 (1356-17-929 58.91%),2556 (1.11),,
C,"Judge, Ken",38y 215d,20 (9-1-10 47.50%),,←,
