Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
8,"Anderson, Dean",23y 10d,38 (30-0-8 78.95%),42 (1.11),←,
7,"Ayres, Gary",29y 317d,213 (159-1-53 74.88%),53 (0.25),←,
23,"Brereton, Dermott",25y 357d,162 (125-1-36 77.47%),371 (2.29),←,
4,"Collins, Andrew",25y 108d,72 (56-0-16 77.78%),18 (0.25),←,
32,"Cooper, Paul",22y 127d,14 (9-0-5 64.29%),1 (0.07),←,
13,"Dear, Paul",23y 226d,33 (23-0-10 69.70%),29 (0.88),←,
9,"DiPierdomenico, Robert",32y 98d,238 (169-0-69 71.01%),129 (0.54),←,
19,"Dunstall, Jason",25y 362d,123 (100-0-23 81.30%),538 (4.37),←,
1,"Jencke, Ray",24y 139d,71 (53-0-18 74.65%),18 (0.25),←,
34,"Kennedy, John",30y 262d,234 (162-1-71 69.44%),204 (0.87),←,
24,"Langford, Chris",27y 221d,165 (128-1-36 77.88%),27 (0.16),←,
12,"Lawrence, Stephen",21y 111d,22 (15-0-7 68.18%),8 (0.36),←,
20,"Maginness, Scott",24y 9d,54 (45-0-9 83.33%),3 (0.06),←,
2,"Mew, Chris",29y 96d,198 (145-1-52 73.48%),19 (0.10),←,
35,"Morrissey, James",25y 311d,59 (46-0-13 77.97%),60 (1.02),←,
55,"Nugent, Glenn",18y 276d,4 (4-0-0 100.00%),3 (0.75),←,
44,"Platten, John",27y 147d,110 (86-0-24 78.18%),117 (1.06),←,
18,"Pritchard, Darrin",24y 143d,75 (59-0-16 78.67%),38 (0.51),←,
17,"Tuck, Michael",37y 48d,401 (283-1-117 70.70%),316 (0.79),←,
10,"Wittman, Chris",24y 346d,67 (54-0-13 80.60%),59 (0.88),←,
Totals,Totals,26y 76d,2353 (1751-6-596 74.42%),2053 (0.87),,
C,"Jeans, Allan",56y 324d,550 (350-2-198 63.82%),,217 (157-1-59 72.58%),
