Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 35d,184 (118-0-66 64.13%),109 (0.59),←,
12,"Blakey, John",34y 278d,329 (177-0-152 53.80%),106 (0.32),194 (125-0-69 64.43%),68 (0.35)
22,"Burton, Matthew",30y 344d,98 (36-0-62 36.73%),42 (0.43),28 (14-0-14 50.00%),10 (0.36)
18,"Carey, Wayne",29y 336d,233 (146-0-87 62.66%),645 (2.77),←,
45,"Cochrane, Stuart",22y 282d,17 (7-0-10 41.18%),2 (0.12),←,
2,"Colbert, Leigh",25y 325d,123 (71-1-51 58.13%),58 (0.47),18 (9-0-9 50.00%),8 (0.44)
6,"Grant, Shannon",24y 9d,137 (85-1-51 62.41%),154 (1.12),79 (53-0-26 67.09%),116 (1.47)
14,"Harris, Daniel",18y 353d,5 (1-0-4 20.00%),1 (0.20),←,
29,"Harvey, Brent",22y 349d,92 (62-0-30 67.39%),103 (1.12),←,
21,"Jones, Corey",20y 61d,2 (1-0-1 50.00%),,←,
34,"King, David",29y 52d,161 (106-0-55 65.84%),76 (0.47),←,
35,"Makepeace, Troy",22y 53d,27 (15-0-12 55.56%),7 (0.26),←,
4,"Martyn, Mick",32y 240d,259 (154-1-104 59.65%),15 (0.06),←,
5,"McCartney, Jason",27y 45d,150 (84-0-66 56.00%),53 (0.35),75 (50-0-25 66.67%),5 (0.07)
31,"McKernan, Corey",27y 130d,166 (112-0-54 67.47%),198 (1.19),←,
47,"Olarenshaw, Ricky",28y 86d,83 (43-1-39 52.41%),14 (0.17),1 (0-0-1 0.00%),
28,"Pickett, Byron",23y 260d,81 (54-0-27 66.67%),5 (0.06),←,
26,"Rocca, Saverio",27y 159d,160 (70-2-88 44.38%),523 (3.27),4 (0-0-4 0.00%),9 (2.25)
7,"Simpson, Adam",25y 71d,120 (83-0-37 69.17%),40 (0.33),←,
9,"Sinclair, Jess",22y 245d,55 (14-0-41 25.45%),27 (0.49),5 (1-0-4 20.00%),1 (0.20)
10,"Stevens, Anthony",29y 300d,223 (137-0-86 61.43%),101 (0.45),←,
36,"Watt, Shannon",20y 153d,11 (6-0-5 54.55%),2 (0.18),←,
Totals,Totals,26y 40d,2716 (1582-6-1128 58.25%),2281 (0.84),,
C,"Pagan, Denis",53y 216d,200 (130-0-70 65.00%),,←,
