St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Brown, Tony",13,4,9,22,3,,,2.0,,,,,,,,,,,,,,,
3,"Burke, Nathan",23,6,12,35,,2.0,,1.0,,,,,1.0,1.0,3.0,,,,,,,,
41,"Campbell, Brad",6,3,2,8,,,,,,,,,,1.0,,,,,,,,,
30,"Coghlan, Glen",2,2,2,4,,1.0,,,,,,,,3.0,,,,,,,,,
10,"Everitt, Peter",12,4,3,15,1,,18.0,,,,,,2.0,,,,,,,,,,
35,"Harvey, Robert",6,,18,24,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Healy, Daniel",3,1,,3,,,,2.0,,,,,1.0,,,,,,,,,,
24,"Heatley, Jason",8,4,3,11,5,1.0,,3.0,,,,,1.0,,,,,,,,,,
8,"Hudghton, Max",5,2,4,9,,,,,,,,,,1.0,,,,,,,,,
5,"Jones, Austinn",13,3,7,20,2,,,1.0,,,,,,,2.0,,,,,,,,
22,"Lappin, Matthew",7,6,7,14,3,,,2.0,,,,,,,,,,,,,,,
23,"Loewe, Stewart",11,6,3,14,4,,3.0,1.0,,,,,2.0,2.0,,,,,,,,,
1,"Peckett, Justin",8,6,5,13,,,,1.0,,,,,,,,,,,,,,,
31,"Shanahan, Jamie",9,8,3,12,,,2.0,,,,,,1.0,,,,,,,,,,
13,"Sierakowski, David",7,5,7,14,,,4.0,,,,,,,1.0,,,,,,,,,
4,"Smith, Joel",15,3,4,19,2,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,
19,"Sziller, Steven",4,2,11,15,,,,3.0,,,,,,2.0,,,,,,,,,
29,"Thompson, Andrew",7,3,7,14,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
15,"Wakelin, Darryl",4,4,4,8,,,,1.0,,,,,,1.0,,,,,,,,,
7,"Winmar, Nicky",16,3,5,21,1,1.0,,4.0,,,,,1.0,2.0,,,,,,,,,
20,"Young, Matthew",12,3,4,16,,,,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,78,120,311,22,9.0,27.0,30.0,,,,,13.0,16.0,6.0,,,,,,,,
Opposition,Opposition,167,43,69,236,14,10.0,15.0,39.0,,,,,16.0,13.0,,,,,,,,,
