Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",8,1,4,12,,,,1.0,3.0,1.0,1.0,,1.0,,,4.0,7.0,,,4.0,,,85.0
3,"Coniglio, Stephen",6,2,16,22,1,,1.0,1.0,,2.0,3.0,1.0,,,,8.0,14.0,1.0,1.0,1.0,,,75.0
35,"Corr, Aidan",6,3,6,12,,,,5.0,3.0,,1.0,2.0,2.0,1.0,,7.0,5.0,,,4.0,1.0,,92.0
1,"Davis, Phil",10,3,4,14,,,,,3.0,1.0,,2.0,,,,9.0,6.0,,,4.0,,,96.0
4,"Greene, Toby",16,4,18,34,,1.0,,4.0,2.0,8.0,7.0,3.0,,,,14.0,19.0,,,1.0,1.0,2.0,74.0
32,"Griffen, Ryan",12,2,20,32,2,,1.0,4.0,3.0,5.0,5.0,2.0,2.0,1.0,3.0,15.0,16.0,,1.0,2.0,4.0,,77.0
33,"Hoskin-Elliott, Will",11,5,1,12,1,,,2.0,,4.0,,2.0,,,,4.0,8.0,1.0,1.0,1.0,,,87.0
17,"Johnson, Steve",15,7,8,23,2,1.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,,,6.0,17.0,,1.0,,,3.0,79.0
22,"Kelly, Josh",11,5,12,23,,,,5.0,3.0,3.0,4.0,1.0,2.0,,,7.0,16.0,,,1.0,,1.0,81.0
40,"Kennedy, Adam",5,5,8,13,,,,1.0,1.0,1.0,,1.0,,,,3.0,10.0,1.0,,1.0,1.0,,86.0
37,"Lobb, Rory",7,7,4,11,1,2.0,3.0,1.0,1.0,,,2.0,3.0,1.0,,5.0,6.0,2.0,2.0,6.0,,,95.0
34,"Marchbank, Caleb",4,1,2,6,,,,1.0,,1.0,,,,,,2.0,4.0,1.0,,2.0,,,35.0
41,"Mumford, Shane",2,4,9,11,1,,33.0,5.0,,,3.0,1.0,2.0,1.0,2.0,5.0,6.0,,1.0,7.0,,,85.0
7,"Palmer, Rhys",5,5,4,9,,,,4.0,1.0,1.0,,3.0,,,,3.0,6.0,,1.0,,1.0,1.0,87.0
12,"Patton, Jonathon",7,6,1,8,,3.0,,,,1.0,,2.0,,,,2.0,5.0,2.0,4.0,2.0,,,80.0
9,"Scully, Tom",21,9,11,32,1,,,5.0,3.0,8.0,1.0,2.0,3.0,1.0,1.0,9.0,25.0,,,2.0,3.0,1.0,96.0
23,"Shaw, Heath",13,5,2,15,,,,3.0,2.0,1.0,,2.0,,1.0,,5.0,9.0,,,5.0,1.0,,94.0
5,"Shiel, Dylan",14,4,13,27,1,,,2.0,3.0,1.0,6.0,3.0,,1.0,,11.0,18.0,,,1.0,1.0,,71.0
10,"Smith, Devon",11,1,5,16,2,,,3.0,,3.0,3.0,1.0,2.0,1.0,,9.0,7.0,,1.0,,5.0,,78.0
8,"Ward, Callan",6,2,17,23,,,2.0,3.0,,1.0,3.0,,2.0,,,15.0,8.0,,,,,3.0,82.0
6,"Whitfield, Lachie",11,8,10,21,,,,3.0,2.0,3.0,,2.0,,1.0,,3.0,17.0,,,,,1.0,88.0
16,"Wilson, Nathan",10,3,7,17,1,,,1.0,2.0,7.0,,2.0,1.0,1.0,,2.0,14.0,,,6.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,92,182,393,13,11.0,41.0,57.0,34.0,56.0,39.0,35.0,23.0,10.0,6.0,148.0,243.0,8.0,13.0,50.0,18.0,12.0,
Opposition,Opposition,188,88,157,345,11,10.0,28.0,50.0,40.0,48.0,26.0,41.0,10.0,22.0,,126.0,217.0,13.0,11.0,42.0,12.0,9.0,
