Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",18,6,15,33,2,,,9.0,2.0,6.0,12.0,4.0,1.0,2.0,2.0,11.0,23.0,,2.0,6.0,,1.0,85.0
25,"Cavarra, Ben",8,3,7,15,2,2.0,,2.0,,,1.0,2.0,,1.0,,4.0,10.0,1.0,1.0,,,,74.0
31,"Dale, Bailey",7,,5,12,1,,,1.0,1.0,3.0,1.0,2.0,,1.0,,3.0,9.0,,,,1.0,,81.0
35,"Daniel, Caleb",17,2,8,25,,,,1.0,4.0,2.0,2.0,3.0,1.0,1.0,,6.0,14.0,,,,2.0,,82.0
5,"Dunkley, Josh",4,1,13,17,1,,3.0,5.0,,1.0,,3.0,2.0,1.0,,9.0,9.0,,,2.0,,,82.0
44,"English, Tim",7,5,5,12,1,4.0,16.0,5.0,,2.0,1.0,2.0,,1.0,,4.0,8.0,1.0,3.0,1.0,,,83.0
43,"Gardner, Ryan",3,2,3,6,,,,,1.0,,,,,,,2.0,4.0,,,4.0,,,98.0
7,"Hunter, Lachie",11,6,18,29,1,1.0,,1.0,,4.0,4.0,2.0,1.0,,,10.0,19.0,1.0,,,2.0,,84.0
42,"Keath, Alex",8,5,3,11,,,,1.0,1.0,,,,1.0,,,2.0,7.0,,,5.0,,,97.0
21,"Liberatore, Tom",12,2,13,25,,1.0,,4.0,2.0,5.0,6.0,1.0,1.0,,,15.0,9.0,1.0,1.0,1.0,,1.0,69.0
27,"Lipinski, Patrick",6,4,10,16,,,,1.0,,1.0,2.0,2.0,,,,4.0,12.0,,,,,,86.0
22,"Lloyd, Sam",4,3,6,10,1,,,2.0,,3.0,1.0,3.0,,2.0,,6.0,6.0,1.0,,,,1.0,78.0
11,"Macrae, Jack",14,1,13,27,,1.0,1.0,,1.0,10.0,7.0,1.0,3.0,,,11.0,17.0,,,2.0,,1.0,84.0
16,"McLean, Toby",4,4,9,13,1,,,5.0,,2.0,1.0,1.0,1.0,1.0,,6.0,8.0,1.0,1.0,,,1.0,76.0
33,"Naughton, Aaron",7,6,1,8,6,1.0,,2.0,,,,,,,3.0,6.0,3.0,3.0,6.0,1.0,,,87.0
20,"Richards, Ed",6,,4,10,,,,2.0,1.0,2.0,,3.0,2.0,3.0,,5.0,6.0,,,3.0,6.0,,84.0
6,"Smith, Bailey",26,4,11,37,,,,3.0,1.0,10.0,6.0,3.0,1.0,,,13.0,25.0,,,,3.0,2.0,79.0
37,"Smith, Roarke",3,1,9,12,,,,,,1.0,,3.0,,2.0,,5.0,7.0,,,3.0,,1.0,73.0
3,"Wallis, Mitch",5,3,5,10,,3.0,,3.0,,1.0,,2.0,1.0,,,5.0,5.0,,3.0,,,2.0,80.0
14,"West, Rhylee",5,4,7,12,,,,1.0,,2.0,,1.0,1.0,1.0,,3.0,11.0,,,1.0,,,72.0
34,"Williams, Bailey",17,9,3,20,,1.0,,2.0,6.0,5.0,,2.0,,1.0,1.0,3.0,16.0,,,2.0,4.0,1.0,84.0
10,"Wood, Easton",9,7,4,13,,,,4.0,4.0,1.0,,,2.0,,,5.0,8.0,1.0,,6.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,78,172,373,16,15.0,20.0,54.0,24.0,61.0,44.0,40.0,18.0,17.0,6.0,138.0,236.0,10.0,17.0,37.0,18.0,11.0,
Opposition,Opposition,133,50,119,252,8,6.0,45.0,40.0,43.0,32.0,19.0,39.0,17.0,18.0,,99.0,146.0,5.0,3.0,32.0,2.0,6.0,
