Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
44,"Bock, Nathan",27y 134d,111 (59-0-52 53.15%),57 (0.51),←,
32,"Dangerfield, Patrick",20y 118d,39 (20-0-19 51.28%),48 (1.23),←,
11,"Doughty, Michael",30y 361d,184 (109-0-75 59.24%),43 (0.23),←,
26,"Douglas, Richard",23y 176d,74 (39-0-35 52.70%),51 (0.69),←,
6,"Griffin, Jonathon",24y 199d,40 (21-0-19 52.50%),7 (0.17),←,
28,"Gunston, Jack",18y 289d,2 (1-0-1 50.00%),1 (0.50),←,
45,"Henderson, Ricky",21y 324d,8 (4-0-4 50.00%),10 (1.25),←,
48,"Jaensch, Matthew",20y 317d,9 (5-0-4 55.56%),6 (0.67),←,
14,"Mackay, David",22y 7d,51 (30-0-21 58.82%),12 (0.24),←,
20,"Maric, Ivan",24y 209d,67 (38-0-29 56.72%),24 (0.36),←,
40,"Porplyzia, Jason",25y 247d,83 (48-0-35 57.83%),130 (1.57),←,
3,"Reilly, Brent",26y 262d,131 (73-0-58 55.73%),43 (0.33),←,
25,"Rutten, Ben",27y 65d,144 (86-0-58 59.72%),6 (0.04),←,
46,"Schmidt, Chris",21y 134d,11 (2-1-8 22.73%),,9 (2-0-7 22.22%),
31,"Sloane, Rory",20y 137d,11 (6-0-5 54.55%),6 (0.55),←,
27,"Stevens, Scott",28y 198d,138 (73-1-64 53.26%),85 (0.62),113 (63-0-50 55.75%),68 (0.60)
15,"Symes, Brad",25y 147d,63 (34-0-29 53.97%),8 (0.13),43 (26-0-17 60.47%),6 (0.14)
5,"Thompson, Scott",27y 140d,172 (98-0-74 56.98%),120 (0.70),133 (80-0-53 60.15%),103 (0.77)
4,"Tippett, Kurt",23y 85d,61 (32-0-29 52.46%),109 (1.79),←,
7,"van Berlo, Nathan",24y 56d,112 (67-0-45 59.82%),29 (0.26),←,
17,"Vince, Bernie",24y 303d,69 (40-0-29 57.97%),38 (0.55),←,
13,"Walker, Taylor",20y 98d,29 (14-0-15 48.28%),53 (1.83),←,
Totals,Totals,24y 33d,1609 (899-2-708 55.87%),886 (0.55),,
C,"Craig, Neil",54y 202d,146 (86-0-60 58.90%),,←,
