Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",32y 232d,192 (109-1-82 57.03%),762 (3.97),186 (104-1-81 56.18%),752 (4.04)
6,"Barnes, John",24y 354d,51 (28-1-22 55.88%),21 (0.41),39 (22-0-17 56.41%),9 (0.23)
9,"Breuer, Shayne",21y 253d,8 (5-0-3 62.50%),7 (0.88),←,
2,"Colbert, Leigh",18y 348d,13 (10-0-3 76.92%),2 (0.15),←,
7,"Couch, Paul",29y 306d,192 (110-0-82 57.29%),165 (0.86),←,
28,"Darcy, Tim",30y 126d,161 (87-0-74 54.04%),66 (0.41),←,
36,"Graham, Ben",20y 200d,7 (6-0-1 85.71%),3 (0.43),←,
42,"Hickmott, Adrian",22y 52d,18 (12-0-6 66.67%),8 (0.44),←,
29,"Hinkley, Ken",27y 233d,100 (57-0-43 57.00%),65 (0.65),89 (53-0-36 59.55%),44 (0.49)
32,"Hocking, Garry",25y 225d,127 (73-1-53 57.87%),127 (1.00),←,
1,"Hocking, Steve",29y 123d,185 (101-0-84 54.59%),10 (0.05),←,
21,"Mansfield, Michael",22y 286d,57 (33-0-24 57.89%),41 (0.72),←,
17,"McGrath, Tim",23y 226d,60 (38-0-22 63.33%),3 (0.05),53 (34-0-19 64.15%),3 (0.06)
31,"Mensch, David",21y 280d,21 (17-0-4 80.95%),29 (1.38),←,
20,"OReilly, Stephen",21y 193d,20 (12-0-8 60.00%),5 (0.25),←,
23,"Pickering, Liam",25y 254d,42 (21-0-21 50.00%),20 (0.48),20 (12-0-8 60.00%),12 (0.60)
15,"Riccardi, Peter",21y 155d,45 (30-0-15 66.67%),36 (0.80),←,
8,"Scott, Robert",25y 81d,128 (74-1-53 58.20%),163 (1.27),←,
25,"Steele, Darren",28y 38d,135 (59-1-75 44.07%),38 (0.28),16 (11-0-5 68.75%),7 (0.44)
10,"Tanner, Grant",23y 301d,1 (1-0-0 100.00%),1 (1.00),←,
4,"Wills, Andrew",22y 138d,41 (29-0-12 70.73%),26 (0.63),←,
Totals,Totals,24y 279d,1604 (912-5-687 56.86%),1598 (1.00),,
C,"Blight, Malcolm",44y 94d,143 (84-0-59 58.74%),,127 (78-0-49 61.42%),
