Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",6,2.0,7,13,2.0,,,5.0,,2.0,3.0,3.0,1.0,1.0,,7,8,,1.0,2.0,,,
3,"Bartel, Jimmy",10,5.0,11,21,,2.0,,4.0,1.0,2.0,2.0,4.0,3.0,2.0,,10,11,,,5.0,,,
8,"Burns, Ronnie",4,,4,8,,1.0,,2.0,,3.0,2.0,3.0,1.0,2.0,,6,3,,,1.0,1.0,,
42,"Chambers, Paul",2,2.0,7,9,,,9.0,1.0,,,3.0,2.0,2.0,1.0,,8,1,1.0,,4.0,,,
14,"Clarke, David",18,8.0,8,26,1.0,1.0,,2.0,2.0,9.0,2.0,5.0,,1.0,,3,24,,1.0,1.0,3.0,,
11,"Corey, Joel",11,3.0,14,25,,,2.0,8.0,,1.0,4.0,2.0,1.0,,,17,10,1.0,,5.0,,,
23,"Foster, Daniel",10,2.0,3,13,,,,1.0,1.0,,,1.0,,,,4,7,,,5.0,,,
7,"Graham, Ben",9,4.0,9,18,2.0,2.0,,2.0,,6.0,1.0,2.0,,1.0,,13,6,2.0,1.0,5.0,,,
2,"Harley, Tom",14,4.0,7,21,,,,,1.0,,,,2.0,,,7,15,1.0,,3.0,,,
41,"Hunt, Josh",4,2.0,4,8,1.0,,,,1.0,,,2.0,,,,2,6,,,4.0,1.0,,
13,"Kilpatrick, Glenn",14,7.0,9,23,,,,9.0,,6.0,3.0,,,,,5,18,,,4.0,1.0,,
1,"King, Steven",8,3.0,4,12,2.0,,20.0,2.0,1.0,2.0,2.0,3.0,,2.0,,8,5,3.0,2.0,1.0,,,
18,"Kingsley, Kent",9,7.0,8,17,3.0,2.0,1.0,3.0,,4.0,,2.0,,1.0,,9,10,3.0,4.0,1.0,,,
45,"Ling, Cameron",14,4.0,11,25,1.0,1.0,,1.0,2.0,5.0,4.0,2.0,,,3.0,7,19,1.0,,3.0,,,
24,"Lord, Aaron",11,6.0,2,13,6.0,,,4.0,,2.0,,5.0,,2.0,1.0,7,8,2.0,3.0,,1.0,,
39,"Milburn, Darren",5,4.0,6,11,,,,2.0,3.0,2.0,1.0,2.0,,1.0,,3,7,1.0,,1.0,1.0,,
21,"Mooney, Cameron",7,5.0,3,10,2.0,,1.0,1.0,,1.0,,4.0,,,,7,3,4.0,1.0,2.0,,,
15,"Riccardi, Peter",12,4.0,5,17,5.0,1.0,,5.0,2.0,4.0,3.0,1.0,,,2.0,7,8,,2.0,4.0,1.0,,
33,"Rooke, Max",6,1.0,6,12,,,,1.0,2.0,1.0,1.0,,2.0,,,7,7,1.0,,1.0,1.0,,
30,"Scarlett, Matthew",3,1.0,2,5,,,,1.0,1.0,,,1.0,,,,3,2,,,6.0,,,
12,"Sholl, Brad",7,1.0,4,11,,,,,2.0,,1.0,2.0,,1.0,,3,8,,,3.0,1.0,,
40,"Wojcinski, David",13,4.0,4,17,1.0,,,1.0,1.0,3.0,1.0,3.0,,,,7,11,,,2.0,3.0,,
Totals,Totals,197,79.0,138,335,26.0,10.0,33.0,55.0,20.0,53.0,33.0,49.0,12.0,15.0,6.0,150,197,20.0,15.0,63.0,14.0,,
Opposition,Opposition,130,51.0,115,245,6.0,8.0,35.0,43.0,21.0,28.0,36.0,37.0,15.0,12.0,,101,153,4.0,7.0,51.0,3.0,,
