Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",26y 106d,61 (29-0-32 47.54%),18 (0.30),39 (21-0-18 53.85%),10 (0.26)
32,"Bourke, David",19y 123d,6 (6-0-0 100.00%),1 (0.17),←,
22,"Bower, Nathan",22y 338d,33 (15-0-18 45.45%),11 (0.33),←,
17,"Broderick, Paul",25y 129d,122 (58-0-64 47.54%),97 (0.80),29 (19-0-10 65.52%),17 (0.59)
21,"Bulluss, Paul",25y 109d,34 (10-0-24 29.41%),8 (0.24),←,
9,"Campbell, Wayne",22y 231d,80 (32-0-48 40.00%),47 (0.59),←,
15,"Charles, Justin",24y 226d,41 (23-1-17 57.32%),24 (0.59),5 (5-0-0 100.00%),
10,"Daffy, Nick",22y 1d,33 (20-0-13 60.61%),33 (1.00),←,
18,"Edwards, Stuart",22y 295d,36 (19-0-17 52.78%),37 (1.03),←,
25,"Gale, Brendon",26y 298d,105 (41-0-64 39.05%),108 (1.03),←,
11,"Gale, Michael",28y 142d,129 (56-0-73 43.41%),34 (0.26),24 (15-0-9 62.50%),5 (0.21)
3,"Kellaway, Duncan",22y 84d,39 (22-0-17 56.41%),,←,
33,"Knights, Matthew",24y 219d,136 (48-0-88 35.29%),89 (0.65),←,
27,"Maxfield, Stuart",23y 33d,74 (28-0-46 37.84%),48 (0.65),←,
28,"Merenda, Mark",19y 195d,7 (7-0-0 100.00%),1 (0.14),←,
6,"Naish, Chris",23y 227d,91 (35-0-56 38.46%),131 (1.44),←,
19,"Neeld, Mark",23y 303d,61 (34-0-27 55.74%),29 (0.48),13 (8-0-5 61.54%),12 (0.92)
12,"Richardson, Matthew",20y 54d,40 (20-0-20 50.00%),109 (2.72),←,
5,"Tape, Jamie",21y 37d,28 (18-0-10 64.29%),2 (0.07),←,
41,"Turner, Scott",24y 346d,84 (32-0-52 38.10%),28 (0.33),←,
36,"Wigney, Stuart",26y 23d,65 (29-1-35 45.38%),42 (0.65),7 (7-0-0 100.00%),1 (0.14)
Totals,Totals,23y 220d,1305 (582-2-721 44.60%),897 (0.69),,
C,"Northey, John",51y 317d,238 (119-1-118 50.21%),,49 (23-0-26 46.94%),
