Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
24,"Amiss, Jye",21y 318d,60 (31-1-28 52.50%),98 (1.63),←,
41,"Banfield, Bailey",27y 108d,107 (53-2-52 50.47%),66 (0.62),←,
15,"Bolton, Shai",26y 188d,147 (76-4-67 53.06%),182 (1.24),12 (8-0-4 66.67%),17 (1.42)
8,"Brayshaw, Andrew",25y 218d,159 (76-2-81 48.43%),55 (0.35),←,
5,"Chapman, Heath",23y 134d,54 (32-2-20 61.11%),2 (0.04),←,
6,"Clark, Jordan",24y 241d,115 (67-2-46 59.13%),23 (0.20),83 (46-2-35 56.63%),8 (0.10)
36,"Cox, Brennan",26y 305d,124 (58-1-65 47.18%),32 (0.26),←,
4,"Darcy, Sean",27y 2d,117 (56-2-59 48.72%),46 (0.39),←,
37,"Draper, Josh",21y 125d,30 (15-1-14 51.67%),,←,
28,"Erasmus, Neil",21y 194d,30 (15-0-15 50.00%),2 (0.07),←,
32,"Frederick, Michael",25y 28d,91 (53-1-37 58.79%),103 (1.13),←,
7,"Fyfe, Nat",33y 269d,242 (128-3-111 53.51%),178 (0.74),←,
9,"Jackson, Luke",23y 258d,108 (65-2-41 61.11%),79 (0.73),56 (28-1-27 50.89%),49 (0.88)
44,"Johnson, Matthew",22y 90d,50 (24-1-25 49.00%),9 (0.18),←,
16,"Reid, Murphy",18y 319d,13 (8-0-5 61.54%),15 (1.15),←,
13,"Ryan, Luke",29y 128d,168 (81-2-85 48.81%),3 (0.02),←,
3,"Serong, Caleb",24y 125d,116 (61-2-53 53.45%),32 (0.28),←,
14,"Sharp, Jeremy",23y 305d,59 (28-1-30 48.31%),20 (0.34),36 (20-1-15 56.94%),13 (0.36)
39,"Switkowski, Sam",28y 206d,98 (50-1-47 51.53%),61 (0.62),←,
35,"Treacy, Josh",22y 314d,69 (40-1-28 58.70%),97 (1.41),←,
20,"Voss, Patrick",21y 350d,16 (9-0-7 56.25%),20 (1.25),←,
34,"Wagner, Corey",28y 83d,50 (18-1-31 37.00%),8 (0.16),31 (16-1-14 53.23%),2 (0.06)
23,"Worner, Karl",22y 363d,20 (12-0-8 60.00%),,←,
Totals,Totals,24y 314d,2043 (1056-32-955 51.69%),1131 (0.55),,
C,"Longmuir, Justin",44y 144d,120 (61-2-57 51.67%),,←,
