Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
8,"Anderson, Dean",22y 312d,32 (26-0-6 81.25%),38 (1.19),←,
7,"Ayres, Gary",29y 254d,205 (154-1-50 75.37%),47 (0.23),←,
27,"Bingham, Lawrence",21y 12d,3 (1-0-2 33.33%),,←,
11,"Buckenara, Gary",31y 341d,153 (119-1-33 78.10%),293 (1.92),←,
4,"Collins, Andrew",25y 45d,64 (51-0-13 79.69%),15 (0.23),←,
3,"Condon, Anthony",22y 185d,39 (31-0-8 79.49%),13 (0.33),←,
32,"Cooper, Paul",22y 64d,8 (5-0-3 62.50%),,←,
25,"Curran, Peter",27y 329d,108 (81-0-27 75.00%),196 (1.81),←,
14,"Dear, Greg",27y 53d,108 (87-0-21 80.56%),17 (0.16),←,
13,"Dear, Paul",23y 163d,25 (18-0-7 72.00%),15 (0.60),←,
9,"DiPierdomenico, Robert",32y 35d,233 (166-0-67 71.24%),129 (0.55),←,
1,"Jencke, Ray",24y 76d,63 (48-0-15 76.19%),15 (0.24),←,
34,"Kennedy, John",30y 199d,227 (158-1-68 69.82%),195 (0.86),←,
24,"Langford, Chris",27y 158d,157 (123-1-33 78.66%),27 (0.17),←,
20,"Maginness, Scott",23y 311d,46 (40-0-6 86.96%),2 (0.04),←,
28,"McDonald, Alex",20y 116d,1 (1-0-0 100.00%),2 (2.00),←,
35,"Morrissey, James",25y 248d,51 (41-0-10 80.39%),48 (0.94),←,
44,"Platten, John",27y 84d,104 (83-0-21 79.81%),115 (1.11),←,
18,"Pritchard, Darrin",24y 80d,67 (54-0-13 80.60%),28 (0.42),←,
17,"Tuck, Michael",36y 350d,394 (278-1-115 70.69%),316 (0.80),←,
Totals,Totals,26y 116d,2088 (1565-5-518 74.95%),1511 (0.72),,
C,"Jeans, Allan",56y 261d,542 (345-2-195 63.84%),,209 (152-1-56 72.97%),
