Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",9,3,4,13,,,,,2.0,2.0,2.0,1.0,,,,4.0,7.0,,,,,,81.0
5,"Bruhn, Tanner",3,1,9,12,,,,6.0,,1.0,2.0,5.0,,3.0,,8.0,4.0,,,,,,61.0
17,"Callaghan, Finn",8,2,10,18,,,,1.0,,3.0,1.0,,,,,7.0,11.0,,,1.0,,,79.0
3,"Coniglio, Stephen",9,2,12,21,,1.0,,5.0,1.0,1.0,7.0,,1.0,,,12.0,7.0,,,2.0,1.0,,77.0
13,"Cumming, Isaac",15,3,7,22,,,,2.0,8.0,1.0,1.0,2.0,,,,2.0,10.0,,,1.0,,,86.0
24,"de Boer, Matt",,,,,,,,,,,,,,,,,,,,,,,
30,"Flynn, Matt",4,4,5,9,2,,30.0,4.0,,1.0,2.0,1.0,2.0,1.0,,10.0,,4.0,2.0,3.0,,,85.0
4,"Greene, Toby",6,3,8,14,1,2.0,,1.0,,1.0,,1.0,1.0,,,6.0,8.0,,2.0,,,,91.0
12,"Green, Tom",9,1,16,25,,,,9.0,,3.0,9.0,4.0,2.0,3.0,,16.0,12.0,,,1.0,,,84.0
19,"Haynes, Nick",17,10,4,21,,,,,7.0,3.0,,2.0,2.0,,,5.0,15.0,1.0,,8.0,,,87.0
37,"Hill, Bobby",6,2,,6,1,,,1.0,,1.0,2.0,3.0,1.0,1.0,,3.0,3.0,1.0,1.0,4.0,,,56.0
27,"Himmelberg, Harry",7,3,2,9,1,2.0,,7.0,,2.0,,4.0,1.0,3.0,,5.0,8.0,,1.0,4.0,,,95.0
39,"Idun, Connor",6,1,8,14,,2.0,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,9.0,6.0,,,2.0,,1.0,82.0
25,"Keeffe, Lachlan",3,,2,5,,,,3.0,1.0,1.0,,4.0,2.0,3.0,,5.0,,,,4.0,,1.0,94.0
22,"Kelly, Josh",16,1,14,30,,1.0,,6.0,4.0,7.0,3.0,5.0,3.0,1.0,1.0,8.0,21.0,,,1.0,,,89.0
40,"Kennedy, Adam",14,6,10,24,,,,3.0,5.0,4.0,2.0,4.0,2.0,,,9.0,14.0,,,1.0,,,80.0
36,"Perryman, Harry",11,4,7,18,,,,4.0,3.0,1.0,1.0,5.0,1.0,,,10.0,8.0,,,1.0,,,77.0
11,"Preuss, Braydon",10,6,3,13,1,1.0,47.0,1.0,1.0,6.0,4.0,6.0,2.0,3.0,,12.0,2.0,4.0,,1.0,,,74.0
42,"Stein, Jake",3,1,2,5,,,,,2.0,,,1.0,1.0,,,4.0,2.0,,,1.0,,,77.0
14,"Taranto, Tim",10,1,8,18,,,,3.0,2.0,3.0,2.0,2.0,1.0,,,9.0,10.0,,,,,,83.0
15,"Taylor, Sam",10,6,2,12,,,,2.0,5.0,,,3.0,1.0,,,3.0,7.0,,,15.0,,,95.0
8,"Ward, Callan",12,4,9,21,2,1.0,,9.0,,5.0,2.0,2.0,1.0,1.0,,6.0,15.0,2.0,,1.0,,,83.0
6,"Whitfield, Lachie",15,6,5,20,,1.0,,6.0,4.0,3.0,5.0,5.0,1.0,1.0,,4.0,15.0,,,3.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,70,147,350,8,12.0,77.0,76.0,46.0,50.0,46.0,63.0,26.0,21.0,1.0,157.0,185.0,12.0,6.0,54.0,1.0,2.0,
Opposition,Opposition,215,90,113,328,10,17.0,19.0,80.0,41.0,57.0,36.0,65.0,21.0,26.0,5.0,138.0,199.0,10.0,13.0,58.0,3.0,5.0,
