West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Begovich, Tony",7,3,8,15,,,,1.0,,,,,,2.0,,,,,,,,,
14,"Brennan, Michael",4,1,8,12,,,,1.0,,,,,1.0,,,,,,,,,,
43,"Gwilliam, Brad",3,2,4,7,,,,1.0,,,,,,2.0,,,,,,,,,
36,"Hart, David",11,1,8,19,2,,,2.0,,,,,,1.0,,,,,,,,,
34,"Irving, Dean",6,5,3,9,1,1.0,14.0,4.0,,,,,1.0,2.0,,,,,,,,,
5,"Lamb, Dwayne",12,2,5,17,,1.0,,3.0,,,,,,,,,,,,,,,
19,"Langdon, Karl",10,4,8,18,1,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
28,"Lewis, Chris",16,5,7,23,,1.0,,,,,,,1.0,,,,,,,,,,
3,"Mainwaring, Chris",20,9,25,45,,1.0,,3.0,,,,,2.0,,3.0,,,,,,,,
8,"Malaxos, Stephen",17,7,18,35,1,,,4.0,,,,,,1.0,2.0,,,,,,,,
40,"McGrath, Craig",9,2,6,15,,,1.0,,,,,,1.0,1.0,,,,,,,,,
17,"McKenna, Guy",10,6,10,20,,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Miles, Geoff",15,1,2,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Scott, Phil",9,5,3,12,1,1.0,5.0,1.0,,,,,1.0,,,,,,,,,,
4,"Sumich, Peter",9,6,,9,6,3.0,,1.0,,,,,2.0,1.0,,,,,,,,,
7,"Turley, Craig",10,4,12,22,,,,2.0,,,,,2.0,1.0,,,,,,,,,
10,"Turner, Dean",6,1,6,12,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
35,"Ugle, Troy",3,3,,3,1,,,1.0,,,,,,,,,,,,,,,
9,"Wilson, Peter",8,2,7,15,2,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,
24,"Worsfold, John",10,6,9,19,,1.0,,2.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,75,149,344,16,13.0,21.0,35.0,,,,,16.0,17.0,5.0,,,,,,,,
Opposition,Opposition,182,62,138,320,9,12.0,14.0,21.0,,,,,18.0,17.0,1.0,,,,,,,,
