Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
3,"Coniglio, Stephen",23y 239d,90 (39-0-51 43.33%),36 (0.40),←,
35,"Corr, Aidan",23y 86d,54 (22-2-30 42.59%),1 (0.02),←,
1,"Davis, Phil",26y 346d,116 (53-2-61 46.55%),6 (0.05),98 (42-2-54 43.88%),5 (0.05)
24,"de Boer, Matt",27y 154d,149 (85-3-61 58.05%),54 (0.36),11 (7-2-2 72.73%),6 (0.55)
7,"Deledio, Brett",30y 115d,245 (112-5-128 46.73%),183 (0.75),2 (2-0-0 100.00%),1 (0.50)
4,"Greene, Toby",23y 320d,112 (44-0-68 39.29%),113 (1.01),←,
19,"Haynes, Nick",25y 85d,76 (34-2-40 46.05%),8 (0.11),←,
27,"Himmelberg, Harry",21y 95d,12 (10-0-2 83.33%),3 (0.25),←,
2,"Hopper, Jacob",20y 186d,18 (14-0-4 77.78%),9 (0.50),←,
17,"Johnson, Steve",34y 38d,290 (203-4-83 70.69%),510 (1.76),37 (25-1-11 68.92%),58 (1.57)
22,"Kelly, Josh",22y 180d,79 (42-2-35 54.43%),51 (0.65),←,
15,"Kennedy, Matthew",20y 127d,19 (11-2-6 63.16%),7 (0.37),←,
37,"Lobb, Rory",24y 183d,51 (30-2-19 60.78%),53 (1.04),←,
12,"Patton, Jonathon",24y 83d,72 (34-2-36 48.61%),115 (1.60),←,
9,"Scully, Tom",26y 88d,146 (58-3-85 40.75%),70 (0.48),115 (45-2-68 40.00%),64 (0.56)
23,"Shaw, Heath",31y 257d,257 (157-4-96 61.87%),39 (0.15),84 (47-2-35 57.14%),2 (0.02)
5,"Shiel, Dylan",24y 155d,107 (44-2-61 42.06%),56 (0.52),←,
26,"Simpson, Dawson",28y 175d,30 (21-0-9 70.00%),4 (0.13),2 (2-0-0 100.00%),
8,"Ward, Callan",27y 123d,187 (81-2-104 43.85%),94 (0.50),127 (49-2-76 39.37%),61 (0.48)
6,"Whitfield, Lachie",23y 24d,85 (36-2-47 43.53%),42 (0.49),←,
29,"Williams, Zac",22y 325d,71 (37-0-34 52.11%),20 (0.28),←,
16,"Wilson, Nathan",24y 216d,72 (38-2-32 54.17%),15 (0.21),←,
Totals,Totals,25y 114d,2338 (1205-41-1092 51.54%),1489 (0.64),,
C,"Cameron, Leon",44y 343d,88 (47-2-39 54.55%),,←,
