Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,3,16,26,1,,,,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",11,,6,17,2,,,,,,,,1.0,,,,,,,,,,
17,"Charles, Justin",5,3,3,8,,1.0,7.0,1.0,,,,,2.0,5.0,,,,,,,,,
20,"Coleman, Glenn",10,4,5,15,,,4.0,2.0,,,,,2.0,,2.0,,,,,,,,
4,"Davies, Darren",14,3,1,15,2,3.0,,,,,,,,,,,,,,,,,
12,"Eppelstun, Greg",11,1,4,15,,,,,,,,,3.0,,,,,,,,,,
32,"Foster, Peter",10,3,4,14,,,,3.0,,,,,2.0,2.0,,,,,,,,,
29,"Grant, Chris",8,4,2,10,3,2.0,,,,,,,,3.0,,,,,,,,,
7,"Hawkins, Doug",8,6,7,15,1,,,1.0,,,,,,3.0,,,,,,,,,
43,"Hogg, Matthew",4,,5,9,,,,2.0,,,,,1.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",16,2,4,20,2,2.0,,2.0,,,,,4.0,2.0,,,,,,,,,
39,"Liberatore, Tony",18,1,10,28,2,,,3.0,,,,,1.0,4.0,3.0,,,,,,,,
11,"McGuinness, Tony",14,,5,19,,,,2.0,,,,,5.0,2.0,,,,,,,,,
40,"Moloney, Troy",9,2,7,16,,,,,,,,,1.0,1.0,,,,,,,,,
14,"Reynolds, Keenan",2,1,,2,,,,,,,,,,,,,,,,,,,
47,"Standfield, Barry",,1,1,1,,,,1.0,,,,,,1.0,,,,,,,,,
13,"Svilar, Michael",7,1,3,10,,,,1.0,,,,,3.0,1.0,,,,,,,,,
16,"Wallace, Terry",14,3,11,25,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
24,"Wallis, Stephen",3,1,5,8,,,,4.0,,,,,1.0,1.0,1.0,,,,,,,,
6,"Wigney, Stuart",13,7,2,15,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,46,101,288,15,13.0,11.0,24.0,,,,,29.0,30.0,6.0,,,,,,,,
Opposition,Opposition,183,55,133,316,10,16.0,23.0,28.0,,,,,31.0,30.0,,,,,,,,,
