Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",29y 208d,188 (85-2-101 45.74%),67 (0.36),157 (82-2-73 52.87%),55 (0.35)
25,"Crisp, Jack",29y 196d,205 (105-2-98 51.71%),64 (0.31),187 (98-2-87 52.94%),54 (0.29)
7,"Daicos, Josh",24y 141d,82 (44-1-37 54.27%),44 (0.54),←,
35,"Daicos, Nick",20y 103d,30 (21-0-9 70.00%),11 (0.37),←,
5,"Elliott, Jamie",30y 238d,160 (94-2-64 59.38%),232 (1.45),←,
17,"Frampton, Billy",26y 147d,28 (13-0-15 46.43%),12 (0.43),4 (3-0-1 75.00%),
33,"Ginnivan, Jack",20y 128d,29 (19-0-10 65.52%),47 (1.62),←,
23,"Hill, Bobby",23y 66d,46 (21-1-24 46.74%),44 (0.96),5 (4-0-1 80.00%),10 (2.00)
32,"Hoskin-Elliott, Will",29y 226d,186 (86-2-98 46.77%),160 (0.86),134 (74-2-58 55.97%),118 (0.88)
40,"Johnson, Ash",25y 192d,12 (8-0-4 66.67%),18 (1.50),←,
37,"Markov, Oleg",26y 343d,53 (23-0-30 43.40%),5 (0.09),2 (1-0-1 50.00%),
4,"Maynard, Brayden",26y 208d,166 (84-2-80 51.20%),17 (0.10),←,
31,"McCreery, Beau",21y 362d,40 (23-0-17 57.50%),30 (0.75),←,
11,"McStay, Daniel",27y 296d,166 (82-0-84 49.40%),141 (0.85),5 (4-0-1 80.00%),3 (0.60)
41,"Mihocek, Brody",30y 71d,107 (62-1-44 58.41%),176 (1.64),←,
6,"Mitchell, Tom",29y 320d,176 (91-3-82 52.56%),80 (0.45),5 (4-0-1 80.00%),4 (0.80)
30,"Moore, Darcy",27y 81d,131 (64-2-65 49.62%),67 (0.51),←,
28,"Murphy, Nathan",23y 122d,38 (24-0-14 63.16%),1 (0.03),←,
9,"Noble, John",26y 22d,74 (40-1-33 54.73%),4 (0.05),←,
10,"Pendlebury, Scott",35y 99d,363 (217-3-143 60.19%),187 (0.52),←,
3,"Quaynor, Isaac",23y 91d,64 (33-0-31 51.56%),3 (0.05),←,
22,"Sidebottom, Steele",32y 104d,294 (176-4-114 60.54%),187 (0.64),←,
12,"Wilson, Tom",25y 296d,8 (2-0-6 25.00%),2 (0.25),←,
Totals,Totals,26y 288d,2646 (1417-26-1203 53.55%),1599 (0.60),,
C,"McRae, Craig",49y 206d,30 (21-0-9 70.00%),,←,
