Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
15,"Banik, Anthony",19y 71d,39 (12-0-27 30.77%),,←,
14,"Breman, Todd",26y 152d,24 (10-0-14 41.67%),17 (0.71),1 (0-0-1 0.00%),2 (2.00)
9,"Campbell, Wayne",19y 187d,13 (5-0-8 38.46%),6 (0.46),←,
44,"Daffy, Nick",18y 322d,1 (0-0-1 0.00%),,←,
18,"Edwards, Stuart",19y 251d,1 (0-0-1 0.00%),,←,
30,"Free, Tony",22y 275d,72 (23-0-49 31.94%),24 (0.33),←,
25,"Gale, Brendon",23y 254d,44 (14-0-30 31.82%),37 (0.84),←,
39,"Gwilliam, Brad",25y 232d,5 (3-0-2 60.00%),,1 (0-0-1 0.00%),
34,"Hogg, Jeff",25y 165d,108 (33-0-75 30.56%),204 (1.89),←,
42,"Honybun, David",29y 360d,45 (16-0-29 35.56%),34 (0.76),40 (13-0-27 32.50%),32 (0.80)
16,"Jackson, Stevan",22y 19d,39 (22-0-17 56.41%),68 (1.74),1 (0-0-1 0.00%),
33,"Knights, Matthew",21y 175d,68 (21-0-47 30.88%),47 (0.69),←,
4,"Lambert, Craig",23y 175d,83 (24-0-59 28.92%),34 (0.41),←,
26,"Leys, Brian",24y 50d,68 (23-0-45 33.82%),6 (0.09),←,
27,"Maxfield, Stuart",19y 354d,8 (1-0-7 12.50%),1 (0.13),←,
28,"McQueen, Mark",22y 79d,6 (1-0-5 16.67%),1 (0.17),←,
6,"Naish, Chris",20y 183d,26 (8-0-18 30.77%),39 (1.50),←,
8,"Ryan, Stephen",21y 266d,35 (11-0-24 31.43%),36 (1.03),←,
41,"Turner, Scott",21y 302d,23 (7-0-16 30.43%),8 (0.35),←,
3,"Weightman, Dale",32y 177d,252 (114-2-136 45.63%),328 (1.30),←,
Totals,Totals,23y 20d,960 (348-2-610 36.25%),890 (0.93),,
C,"Jeans, Allan",58y 189d,555 (352-2-201 63.60%),,1 (0-0-1 0.00%),
