Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",28y 244d,115 (63-0-52 54.78%),5 (0.04),51 (34-0-17 66.67%),
14,"Bergman, Miles",21y 201d,41 (26-0-15 63.41%),13 (0.32),←,
10,"Boak, Travis",34y 279d,334 (173-1-160 51.95%),200 (0.60),←,
26,"Bonner, Riley",26y 61d,85 (53-0-32 62.35%),11 (0.13),←,
3,"Burton, Ryan",26y 96d,123 (73-1-49 59.76%),15 (0.12),76 (48-0-28 63.16%),10 (0.13)
9,"Butters, Zak",22y 241d,76 (46-0-30 60.53%),44 (0.58),←,
33,"Byrne-Jones, Darcy",27y 229d,158 (93-0-65 58.86%),13 (0.08),←,
22,"Dixon, Charlie",32y 226d,196 (101-1-94 51.79%),323 (1.65),131 (82-0-49 62.60%),229 (1.75)
28,"Drew, Willem",24y 218d,64 (39-0-25 60.94%),11 (0.17),←,
31,"Evans, Francis",21y 257d,9 (9-0-0 100.00%),3 (0.33),2 (2-0-0 100.00%),
11,"Finlayson, Jeremy",27y 87d,92 (51-3-38 57.07%),122 (1.33),26 (15-0-11 57.69%),32 (1.23)
18,"Horne-Francis, Jason",19y 320d,25 (8-0-17 32.00%),6 (0.24),8 (6-0-2 75.00%),2 (0.25)
5,"Houston, Dan",25y 360d,129 (81-0-48 62.79%),27 (0.21),←,
1,"Jonas, Tom",32y 118d,209 (117-1-91 56.22%),1 (0.00),←,
4,"Marshall, Todd",24y 211d,83 (56-0-27 67.47%),113 (1.36),←,
41,"McEntee, Jed",22y 81d,15 (9-0-6 60.00%),9 (0.60),←,
12,"McKenzie, Trent",31y 34d,152 (62-0-90 40.79%),23 (0.15),46 (33-0-13 71.74%),1 (0.02)
2,"Powell-Pepper, Sam",25y 119d,122 (75-0-47 61.48%),82 (0.67),←,
15,"Rioli, Willie",27y 337d,59 (37-0-22 62.71%),70 (1.19),8 (6-0-2 75.00%),10 (1.25)
20,"Rozee, Connor",23y 105d,89 (55-0-34 61.80%),84 (0.94),←,
27,"Teakle, Brynn",23y 203d,5 (4-0-1 80.00%),,←,
23,"Williams, Dylan",21y 310d,6 (6-0-0 100.00%),,←,
16,"Wines, Ollie",28y 212d,211 (124-0-87 58.77%),88 (0.42),←,
Totals,Totals,26y 39d,2398 (1361-7-1030 56.76%),1263 (0.53),,
C,"Hinkley, Ken",56y 219d,231 (137-0-94 59.31%),,←,
