Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",13,4,12,25,2,1.0,,5.0,,4.0,3.0,2.0,2.0,1.0,,15.0,12.0,,1.0,1.0,2.0,1.0,94.0
3,"Bartel, Jimmy",17,6,12,29,2,1.0,1.0,2.0,2.0,4.0,3.0,2.0,,,,12.0,17.0,1.0,1.0,,,,85.0
17,"Byrnes, Shannon",13,5,8,21,1,1.0,,4.0,2.0,4.0,2.0,2.0,,,,5.0,15.0,,,2.0,3.0,,70.0
35,"Chapman, Paul",15,6,4,19,,2.0,,5.0,,6.0,1.0,3.0,2.0,1.0,2.0,4.0,16.0,,1.0,,3.0,,95.0
11,"Corey, Joel",12,4,6,18,1,1.0,,2.0,7.0,3.0,2.0,1.0,1.0,,,5.0,14.0,,,2.0,2.0,,94.0
19,"Egan, Matthew",1,3,6,7,,,,,,,,3.0,,1.0,,3.0,4.0,,,5.0,,,88.0
44,"Enright, Corey",11,3,7,18,,,,3.0,5.0,4.0,2.0,,,,,8.0,10.0,,,6.0,,3.0,91.0
8,"Hunt, Josh",8,4,5,13,,,,3.0,4.0,,,,,,,1.0,11.0,,,2.0,1.0,,89.0
20,"Johnson, Steve",5,1,5,10,1,1.0,,2.0,1.0,1.0,,4.0,,2.0,,2.0,7.0,,1.0,3.0,,,82.0
9,"Kelly, James",10,3,10,20,,,,7.0,1.0,3.0,3.0,5.0,1.0,2.0,,8.0,12.0,,,2.0,1.0,,76.0
18,"Kingsley, Kent",5,4,1,6,,1.0,,2.0,,1.0,,,1.0,,,1.0,5.0,,3.0,2.0,,,89.0
14,"Koulouriotis, Paul",5,2,9,14,,,,3.0,1.0,1.0,3.0,2.0,,,,7.0,6.0,,,,,,64.0
45,"Ling, Cameron",9,5,15,24,,,,4.0,2.0,2.0,4.0,3.0,,2.0,,6.0,18.0,,1.0,2.0,,1.0,80.0
4,"Mackie, Andrew",4,4,3,7,1,1.0,,1.0,,3.0,,1.0,,,,2.0,5.0,,,1.0,,,67.0
39,"Milburn, Darren",6,6,11,17,,,4.0,1.0,,,,5.0,1.0,1.0,,5.0,12.0,,,4.0,2.0,1.0,100.0
21,"Mooney, Cameron",8,6,8,16,,1.0,8.0,2.0,2.0,2.0,2.0,3.0,2.0,,,4.0,12.0,1.0,,1.0,1.0,,86.0
6,"Ottens, Brad",2,2,7,9,1,,13.0,1.0,,,,1.0,,,,6.0,3.0,1.0,1.0,2.0,,,69.0
22,"Playfair, Henry",2,7,9,11,,1.0,,1.0,,1.0,,1.0,,,,3.0,8.0,1.0,,1.0,,,76.0
33,"Rooke, Max",9,6,7,16,3,1.0,,6.0,,3.0,3.0,5.0,2.0,5.0,,5.0,11.0,,1.0,2.0,,,85.0
30,"Scarlett, Matthew",15,7,4,19,,1.0,,,5.0,,,2.0,,,,4.0,15.0,1.0,1.0,3.0,,,100.0
27,"Stokes, Mathew",5,5,6,11,,,,,,2.0,1.0,,2.0,,,4.0,7.0,,,2.0,,,60.0
40,"Wojcinski, David",4,1,1,5,,1.0,,2.0,3.0,,,2.0,,2.0,,1.0,5.0,,1.0,1.0,4.0,,61.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,94,156,335,12,18.0,26.0,56.0,35.0,44.0,29.0,47.0,14.0,17.0,2.0,111.0,225.0,5.0,12.0,44.0,19.0,6.0,
Opposition,Opposition,234,140,115,349,17,8.0,42.0,56.0,37.0,52.0,39.0,38.0,17.0,14.0,4.0,118.0,234.0,11.0,14.0,38.0,17.0,8.0,
