Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
5,"Bond, Shane",21y 263d,35 (24-0-11 68.57%),21 (0.60),1 (0-0-1 0.00%),1 (1.00)
3,"Breuer, Shayne",24y 200d,72 (46-1-25 64.58%),78 (1.08),1 (0-0-1 0.00%),1 (1.00)
21,"Brown, David",27y 181d,70 (31-1-38 45.00%),55 (0.79),1 (0-0-1 0.00%),
26,"Burgoyne, Peter",19y 59d,1 (0-0-1 0.00%),1 (1.00),←,
36,"Carter, Stephen",23y 52d,1 (0-0-1 0.00%),,←,
6,"Cummings, Scott",23y 70d,41 (25-2-14 63.41%),85 (2.07),1 (0-0-1 0.00%),2 (2.00)
19,"Dickie, Donald",24y 325d,1 (0-0-1 0.00%),,←,
4,"Downsborough, Ian",25y 69d,21 (12-0-9 57.14%),5 (0.24),1 (0-0-1 0.00%),
8,"Francis, Fabian",23y 156d,24 (7-0-17 29.17%),19 (0.79),1 (0-0-1 0.00%),2 (2.00)
10,"Francou, Josh",22y 234d,1 (0-0-1 0.00%),1 (1.00),←,
12,"Heaver, Brent",25y 287d,77 (53-1-23 69.48%),120 (1.56),1 (0-0-1 0.00%),2 (2.00)
39,"Heuskes, Adam",21y 9d,50 (25-0-25 50.00%),6 (0.12),1 (0-0-1 0.00%),
29,"Kingsley, Adam",21y 221d,1 (0-0-1 0.00%),,←,
20,"Lade, Brendon",20y 262d,1 (0-0-1 0.00%),1 (1.00),←,
9,"Lyle, Brayden",24y 23d,27 (14-0-13 51.85%),5 (0.19),1 (0-0-1 0.00%),
33,"Mead, Darren",26y,1 (0-0-1 0.00%),,←,
14,"Paxman, Stephen",26y 115d,103 (22-0-81 21.36%),18 (0.17),1 (0-0-1 0.00%),
30,"Poole, Darryl",24y 362d,1 (0-0-1 0.00%),2 (2.00),←,
2,"Primus, Matthew",22y 76d,21 (1-0-20 4.76%),5 (0.24),1 (0-0-1 0.00%),
24,"Squire, Damian",23y 134d,1 (0-0-1 0.00%),,←,
15,"Wilson, Michael",20y 128d,1 (0-0-1 0.00%),,←,
Totals,Totals,23y 154d,551 (260-5-286 47.19%),422 (0.77),,
C,"Cahill, John",56y 336d,48 (27-0-21 56.25%),,1 (0-0-1 0.00%),
