Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Betts, Eddie",5,1.0,3.0,8,1.0,2.0,,3.0,,1.0,1.0,4.0,,1.0,,4.0,4,,1.0,,,1.0,87.0
41,"Casboult, Levi",5,5.0,1.0,6,1.0,,3.0,2.0,,,,2.0,,1.0,,2.0,4,2.0,1.0,1.0,,,80.0
9,"Cripps, Patrick",11,5.0,10.0,21,1.0,2.0,,2.0,1.0,3.0,6.0,3.0,2.0,3.0,,11.0,10,2.0,2.0,2.0,,,88.0
28,"Cuningham, David",4,2.0,7.0,11,1.0,,,2.0,,1.0,,1.0,,1.0,,5.0,6,1.0,,,1.0,,76.0
35,"Curnow, Ed",15,7.0,6.0,21,,,,2.0,3.0,6.0,2.0,,,,,6.0,13,,,1.0,,,91.0
15,"Docherty, Sam",16,6.0,8.0,24,,,,2.0,7.0,2.0,,4.0,1.0,1.0,1.0,5.0,14,,,1.0,1.0,,84.0
40,"Gibbons, Michael",11,2.0,4.0,15,1.0,,,5.0,2.0,3.0,2.0,,1.0,,,7.0,8,,,2.0,1.0,,82.0
14,"Jones, Liam",4,2.0,2.0,6,,,,2.0,3.0,,,2.0,,1.0,,2.0,3,,,7.0,,,100.0
16,"Lang, Darcy",2,,2.0,4,1.0,1.0,,2.0,,,,,,,,3.0,2,,,1.0,,1.0,71.0
21,"Martin, Jack",6,2.0,5.0,11,,2.0,,5.0,,2.0,1.0,1.0,1.0,,,3.0,9,,2.0,1.0,1.0,1.0,78.0
11,"McGovern, Mitch",9,7.0,1.0,10,1.0,,,1.0,,5.0,,4.0,,,,3.0,8,1.0,1.0,,,,86.0
10,"McKay, Harry",5,5.0,1.0,6,,1.0,,,,2.0,,4.0,,2.0,,3.0,3,2.0,1.0,1.0,,,98.0
3,"Murphy, Marc",16,4.0,8.0,24,,,,,3.0,6.0,4.0,1.0,2.0,1.0,,9.0,15,,,,,,91.0
24,"Newman, Nic",2,2.0,,2,,,,,1.0,,,1.0,,1.0,,,2,,,,,,19.0
32,"Newnes, Jack",3,1.0,5.0,8,,,,1.0,,1.0,1.0,,,,,3.0,5,,,,,,73.0
5,"Petrevski-Seton, Sam",13,4.0,7.0,20,,,,2.0,2.0,2.0,1.0,4.0,,,,10.0,10,1.0,,1.0,,,84.0
27,"Pittonet, Marc",11,3.0,4.0,15,,,23.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,,10.0,3,1.0,,5.0,,,85.0
20,"Plowman, Lachie",3,2.0,5.0,8,,,,,,,,1.0,,1.0,,3.0,5,1.0,,6.0,,,86.0
43,"Setterfield, Will",9,3.0,5.0,14,,1.0,,4.0,1.0,2.0,1.0,1.0,,,,6.0,7,,,1.0,,,79.0
6,"Simpson, Kade",13,2.0,2.0,15,,,,1.0,2.0,,3.0,4.0,1.0,1.0,,4.0,11,,,1.0,,,87.0
18,"Walsh, Sam",11,3.0,8.0,19,,1.0,,3.0,1.0,8.0,2.0,3.0,1.0,1.0,,8.0,13,,,2.0,,1.0,85.0
23,"Weitering, Jacob",10,5.0,2.0,12,,1.0,,,4.0,2.0,,2.0,2.0,1.0,,4.0,7,2.0,,9.0,,,90.0
Totals,Totals,184,73.0,96.0,280,7.0,11.0,26.0,41.0,31.0,48.0,29.0,45.0,13.0,18.0,1.0,111.0,162,13.0,8.0,42.0,4.0,4.0,
Opposition,Opposition,173,69.0,135.0,308,8.0,6.0,34.0,50.0,39.0,40.0,30.0,40.0,18.0,13.0,5.0,115.0,187,6.0,10.0,42.0,2.0,7.0,
