Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Allan, Ben",9,4,4,13,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
33,"Burrows, Craig",11,5,4,15,,,6.0,,,,,,1.0,1.0,,,,,,,,,
24,"Burton, Matthew",6,3,1,7,,1.0,16.0,2.0,,,,,2.0,2.0,,,,,,,,,
42,"Callaghan, Craig",11,3,9,20,,,,2.0,,,,,3.0,1.0,,,,,,,,,
37,"Gale, Mark",3,3,1,4,,,,1.0,,,,,,,,,,,,,,,
35,"Groom, Chris",4,2,1,5,3,,1.0,,,,,,1.0,,,,,,,,,,
16,"Hutton, John",7,3,,7,1,2.0,,1.0,,,,,2.0,2.0,,,,,,,,,
11,"Kickett, Dale",6,2,9,15,,,,1.0,,,,,,,,,,,,,,,
36,"Leach, Quenton",8,4,6,14,,,,2.0,,,,,,,,,,,,,,,
48,"Madigan, Greg",2,1,5,7,,,,,,,,,1.0,,,,,,,,,,
9,"Mann, Peter",10,5,3,13,1,,1.0,,,,,,1.0,1.0,,,,,,,,,
43,"McGovern, Andrew",11,6,10,21,,,,1.0,,,,,,2.0,,,,,,,,,
8,"McManus, Shaun",8,5,3,11,,,1.0,6.0,,,,,1.0,6.0,,,,,,,,,
47,"Merillo, Jamie",8,2,4,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
49,"Miller, Peter",6,1,2,8,,,,2.0,,,,,1.0,2.0,,,,,,,,,
21,"Muir, David",7,1,6,13,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
25,"Norrish, Jason",13,4,10,23,1,1.0,,2.0,,,,,1.0,4.0,,,,,,,,,
10,"OReilly, Stephen",5,3,2,7,,,,1.0,,,,,,2.0,,,,,,,,,
5,"Ridley, Todd",6,1,3,9,,,,2.0,,,,,2.0,2.0,,,,,,,,,
31,"Wardell-Johnson, Leigh",2,1,,2,,1.0,,1.0,,,,,,,,,,,,,,,
2,"Watters, Scott",9,5,10,19,,1.0,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,152,64,93,245,7,8.0,26.0,31.0,,,,,20.0,29.0,,,,,,,,,
Opposition,Opposition,194,73,113,307,15,12.0,26.0,30.0,,,,,29.0,20.0,6.0,,,,,,,,
