Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
9,"AhMat, Robert",23y 284d,65 (35-0-30 53.85%),67 (1.03),40 (23-0-17 57.50%),45 (1.13)
27,"Ball, Jason",28y 159d,116 (70-0-46 60.34%),132 (1.14),13 (7-0-6 53.85%),18 (1.38)
42,"Bennett, Gerrard",22y 20d,13 (4-0-9 30.77%),3 (0.23),←,
24,"Bolton, Jude",21y 45d,30 (13-0-17 43.33%),20 (0.67),←,
8,"Cresswell, Daryn",29y 342d,190 (80-1-109 42.37%),162 (0.85),←,
28,"Crouch, Jared",23y 55d,68 (34-0-34 50.00%),12 (0.18),←,
6,"Dunkley, Andrew",32y 304d,182 (77-2-103 42.86%),10 (0.05),←,
26,"Feast, Simon",26y 149d,10 (5-0-5 50.00%),3 (0.30),←,
12,"Fosdike, Nic",21y 62d,35 (17-0-18 48.57%),18 (0.51),←,
37,"Goodes, Adam",21y 111d,47 (22-0-25 46.81%),70 (1.49),←,
31,"Kirk, Brett",24y 186d,17 (7-0-10 41.18%),9 (0.53),←,
4,"Mathews, Ben",22y 151d,48 (24-0-24 50.00%),7 (0.15),←,
11,"Maxfield, Stuart",29y 20d,208 (104-2-102 50.48%),123 (0.59),119 (69-1-49 58.40%),58 (0.49)
13,"McPherson, Daniel",25y 298d,76 (44-1-31 58.55%),19 (0.25),←,
23,"Nicks, Matthew",25y 351d,95 (53-0-42 55.79%),44 (0.46),←,
5,"OKeefe, Ryan",20y 95d,6 (2-0-4 33.33%),1 (0.17),←,
19,"OLoughlin, Michael",24y 68d,128 (71-1-56 55.86%),187 (1.46),←,
22,"Saddington, Jason",21y 188d,71 (37-0-34 52.11%),24 (0.34),←,
25,"Schauble, Andrew",24y 163d,106 (40-0-66 37.74%),20 (0.19),27 (13-0-14 48.15%),9 (0.33)
2,"Schwass, Wayne",32y 153d,256 (139-0-117 54.30%),141 (0.55),72 (38-0-34 52.78%),44 (0.61)
20,"Stevens, John",29y 318d,71 (37-0-34 52.11%),40 (0.56),←,
10,"Williams, Paul",28y 26d,194 (84-2-108 43.81%),227 (1.17),5 (3-0-2 60.00%),4 (0.80)
Totals,Totals,25y 145d,2032 (999-9-1024 49.16%),1339 (0.66),,
C,"Eade, Rodney",43y 25d,122 (69-1-52 56.97%),,←,
