Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",5,1,11,16,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
19,"Beveridge, Luke",20,6,14,34,1,1.0,,6.0,,,,,3.0,1.0,1.0,,,,,,,,
18,"Cameron, Leon",26,8,10,36,,,,1.0,,,,,2.0,,3.0,,,,,,,,
6,"Campbell, Tony",15,6,3,18,,,,2.0,,,,,1.0,1.0,,,,,,,,,
1,"Charles, Justin",5,3,8,13,1,,3.0,,,,,,,2.0,,,,,,,,,
11,"Corcoran, Shannon",5,,1,6,,,,,,,,,1.0,,,,,,,,,,
26,"Del-Re, Danny",15,7,5,20,,,1.0,1.0,,,,,2.0,,,,,,,,,,
32,"Foster, Peter",11,5,2,13,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
29,"Grant, Chris",11,7,3,14,4,3.0,,,,,,,2.0,2.0,,,,,,,,,
7,"Hawkins, Doug",8,1,10,18,,1.0,,1.0,,,,,1.0,,,,,,,,,,
10,"Hunter, Mark",16,5,8,24,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
4,"Kellett, Nigel",5,,4,9,,1.0,,2.0,,,,,,,,,,,,,,,
21,"Kolyniuk, Steven",21,7,5,26,2,1.0,,,,,,,2.0,3.0,,,,,,,,,
39,"Liberatore, Tony",15,,8,23,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",9,7,,9,2,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
33,"Royal, Brian",5,3,2,7,,2.0,,,,,,,,1.0,,,,,,,,,
5,"Smith, Rohan",10,4,3,13,2,1.0,,1.0,,,,,,,,,,,,,,,
17,"Standfield, Barry",2,,1,3,,,,,,,,,,,,,,,,,,,
8,"Toohey, Bernard",11,1,6,17,1,,,2.0,,,,,4.0,1.0,,,,,,,,,
15,"Wynd, Scott",7,9,16,23,,,12.0,,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,80,120,342,13,16.0,17.0,28.0,,,,,26.0,16.0,4.0,,,,,,,,
Opposition,Opposition,171,59,173,344,10,9.0,8.0,14.0,,,,,16.0,26.0,2.0,,,,,,,,
