Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvey, Mark",13,6,3,16,,,,,2.0,5.0,3.0,,,,,3.0,12.0,,,,4.0,,
11,"Bandy, Daniel",14,10,8,22,2,2.0,11.0,2.0,,3.0,2.0,4.0,2.0,,,9.0,12.0,3.0,3.0,4.0,,,
40,"Birss, Shane",1,2,4,5,,,,,,1.0,1.0,1.0,,1.0,,2.0,3.0,,,1.0,,,
17,"Brown, Nathan",17,5,7,24,1,,,1.0,4.0,6.0,2.0,2.0,1.0,,,6.0,14.0,1.0,,1.0,8.0,,
16,"Croft, Matthew",5,3,2,7,,1.0,,1.0,3.0,,,,,,,4.0,3.0,1.0,,4.0,,,
14,"Darcy, Luke",16,12,6,22,5,1.0,4.0,5.0,,2.0,5.0,2.0,1.0,2.0,3.0,9.0,12.0,3.0,4.0,2.0,,,
28,"Dimattina, Paul",4,1,5,9,,1.0,,2.0,,4.0,2.0,1.0,,,,2.0,7.0,,,,,,
10,"Eagleton, Nathan",10,6,3,13,1,3.0,,,1.0,3.0,1.0,3.0,2.0,1.0,,7.0,8.0,,2.0,2.0,,,
4,"Garlick, Simon",5,3,4,9,,,,2.0,,3.0,,,1.0,,,3.0,8.0,,,1.0,,,
13,"Giansiracusa, Daniel",17,8,10,27,,1.0,,1.0,1.0,5.0,3.0,2.0,,,,5.0,22.0,,,2.0,1.0,,
9,"Gilbee, Lindsay",6,6,4,10,,,,,,1.0,1.0,,1.0,,,3.0,8.0,1.0,,,,,
3,"Grant, Chris",15,6,8,23,3,1.0,,2.0,5.0,1.0,2.0,3.0,,1.0,,13.0,9.0,3.0,2.0,2.0,,,
33,"Hargrave, Ryan",9,6,6,15,,1.0,,,2.0,2.0,3.0,1.0,1.0,,,8.0,7.0,2.0,2.0,7.0,,,
22,"Harrison, Ben",12,4,5,17,,,,1.0,3.0,4.0,1.0,,2.0,,,7.0,10.0,,,2.0,,,
25,"Hunter, Kingsley",9,4,2,11,,1.0,,2.0,5.0,1.0,,3.0,,,,2.0,10.0,1.0,1.0,3.0,2.0,,
6,"Johnson, Brad",19,9,9,28,3,2.0,,2.0,3.0,3.0,4.0,2.0,1.0,,2.0,9.0,18.0,2.0,2.0,1.0,4.0,,
35,"Kretiuk, Steven",3,1,5,8,,,1.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,,8.0,1.0,,,4.0,,,
39,"Liberatore, Tony",1,,2,3,,,,5.0,,,1.0,2.0,,,,2.0,1.0,,,1.0,,,
2,"Murphy, Robert",13,6,5,18,,,,1.0,,7.0,1.0,1.0,2.0,1.0,,7.0,12.0,,,3.0,2.0,,
12,"Saunders, Nathan",4,4,,4,1,,,,,1.0,,1.0,,,,2.0,2.0,2.0,2.0,,,,
5,"Smith, Rohan",9,1,5,14,1,2.0,,2.0,1.0,2.0,1.0,,,,,4.0,9.0,,,1.0,,,
7,"West, Scott",17,4,9,26,2,1.0,,4.0,1.0,8.0,4.0,8.0,1.0,1.0,,8.0,17.0,,1.0,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,107,112,331,19,19.0,16.0,37.0,33.0,63.0,38.0,39.0,18.0,10.0,5.0,123.0,205.0,19.0,19.0,42.0,22.0,,
Opposition,Opposition,184,89,95,279,13,8.0,33.0,30.0,36.0,50.0,27.0,43.0,10.0,18.0,1.0,99.0,174.0,14.0,12.0,43.0,16.0,,
