Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
20,"Brogan, Dean",29y 239d,120 (75-1-44 62.92%),38 (0.32),←,
7,"Burgoyne, Peter",30y 193d,222 (124-3-95 56.53%),186 (0.84),←,
8,"Burgoyne, Shaun",25y 293d,145 (92-0-53 63.45%),166 (1.14),←,
27,"Carlile, Alipate",21y 101d,29 (12-0-17 41.38%),,←,
25,"Cassisi, Domenic",25y 322d,125 (73-1-51 58.80%),50 (0.40),←,
30,"Chaplin, Troy",22y 168d,59 (29-1-29 50.00%),7 (0.12),←,
18,"Cornes, Kane",25y 217d,159 (94-1-64 59.43%),68 (0.43),←,
37,"Deluca, Fabian",21y 195d,11 (1-0-10 9.09%),1 (0.09),←,
33,"Ebert, Brett",24y 265d,95 (47-1-47 50.00%),146 (1.54),←,
13,"Farmer, Mitch",19y 218d,2 (0-0-2 0.00%),,←,
44,"Logan, Tom",23y 38d,36 (14-0-22 38.89%),8 (0.22),33 (14-0-19 42.42%),8 (0.24)
26,"Lower, Nick",21y 47d,12 (3-0-9 25.00%),,←,
4,"Motlop, Daniel",26y 146d,95 (40-1-54 42.63%),152 (1.60),48 (20-0-28 41.67%),99 (2.06)
16,"Pearce, Danyle",22y 124d,68 (31-0-37 45.59%),38 (0.56),←,
36,"Pettigrew, Michael",23y 146d,75 (35-0-40 46.67%),25 (0.33),←,
15,"Rodan, David",24y 306d,109 (41-0-68 37.61%),87 (0.80),44 (22-0-22 50.00%),44 (1.00)
43,"Salter, Nick",21y 10d,2 (0-0-2 0.00%),3 (1.50),←,
14,"Stewart, Paul",21y 30d,9 (1-0-8 11.11%),,←,
9,"Surjan, Jacob",22y 360d,63 (33-0-30 52.38%),10 (0.16),←,
39,"Westhoff, Justin",21y 313d,34 (16-0-18 47.06%),54 (1.59),←,
24,"White, Damon",24y 359d,52 (25-1-26 49.04%),47 (0.90),←,
19,"Williams, Ryan",19y 304d,1 (0-0-1 0.00%),,←,
Totals,Totals,23y 233d,1523 (786-10-727 51.61%),1086 (0.71),,
C,"Williams, Mark",49y 354d,233 (134-2-97 57.94%),,←,
